candidate,reference,env,n_pairs,candidate_mean_mse,reference_mean_mse,mean_paired_relative_reduction,paired_wins,paired_ties,environment_mean_wins
hacssmv6_aux_noaction,ssm,dmc:cheetah.run.occ,5,0.5639344334602356,0.6528962612152099,0.1362365024516055,5,0,
hacssmv6_aux_noaction,ssm,ogbench:cube-single.occ,5,1.368989682197571,1.4677053689956665,0.06727828210861292,5,0,
hacssmv6_aux_noaction,ssm,__overall__,25,,,0.047835043119499744,19,0,3
hacssmv6_aux_noaction,hacsmv4_two_noaux,dmc:reacher.hard.occ,5,0.8308597564697265,0.8308597564697265,0.0,0,5,
hacssmv6_aux_noaction,hacsmv4_two_noaux,dmc:ball_in_cup.catch.occ,5,0.9775278806686402,0.9775278806686402,0.0,0,5,
hacssmv6_aux_noaction,hacsmv4_two_noaux,dmc:finger.spin.occ,5,1.1288960218429565,1.1288960218429565,0.0,0,5,
hacssmv6_aux_noaction,hacsmv4_two_noaux,dmc:cheetah.run.occ,5,0.5639344334602356,0.5639344334602356,0.0,0,5,
hacssmv6_aux_noaction,hacsmv4_two_noaux,ogbench:cube-single.occ,5,1.368989682197571,1.368989682197571,0.0,0,5,
hacssmv6_aux_noaction,hacsmv4_two_noaux,__overall__,25,,,0.0,0,25,0
hacssmv6_uniform,ssm,dmc:reacher.hard.occ,5,0.8302366256713867,0.8172305583953857,-0.016181609743200463,2,0,
hacssmv6_uniform,ssm,dmc:ball_in_cup.catch.occ,5,0.9677710652351379,0.9644538998603821,-0.004950275444860809,2,0,
hacssmv6_uniform,ssm,dmc:finger.spin.occ,5,1.1282344818115235,1.2112032890319824,0.06819688896512582,5,0,
hacssmv6_uniform,ssm,dmc:cheetah.run.occ,5,0.5612279891967773,0.6528962612152099,0.14041763858936981,5,0,
hacssmv6_uniform,ssm,ogbench:cube-single.occ,5,1.3686758756637574,1.4677053689956665,0.06753718017819102,5,0,
hacssmv6_uniform,ssm,__overall__,25,,,0.05100396450892508,19,0,3
hacssmv6_uniform,hacsmv4_two_noaux,dmc:reacher.hard.occ,5,0.8302366256713867,0.8308597564697265,0.0007411488077614485,4,0,
hacssmv6_uniform,hacsmv4_two_noaux,dmc:ball_in_cup.catch.occ,5,0.9677710652351379,0.9775278806686402,0.00976053851333159,4,0,
hacssmv6_uniform,hacsmv4_two_noaux,dmc:finger.spin.occ,5,1.1282344818115235,1.1288960218429565,0.0006183848233598528,2,0,
hacssmv6_uniform,hacsmv4_two_noaux,dmc:cheetah.run.occ,5,0.5612279891967773,0.5639344334602356,0.004792685486761018,4,0,
hacssmv6_uniform,hacsmv4_two_noaux,ogbench:cube-single.occ,5,1.3686758756637574,1.368989682197571,0.00028401614493435835,2,0,
hacssmv6_uniform,hacsmv4_two_noaux,__overall__,25,,,0.003239354755229654,16,0,5
hacssmv6_sourcegrad,ssm,dmc:reacher.hard.occ,5,0.8278556704521179,0.8172305583953857,-0.013292742094679203,2,0,
hacssmv6_sourcegrad,ssm,dmc:ball_in_cup.catch.occ,5,0.9780985713005066,0.9644538998603821,-0.015125205803362327,1,0,
hacssmv6_sourcegrad,ssm,dmc:finger.spin.occ,5,1.1270079135894775,1.2112032890319824,0.0692393094243445,5,0,
hacssmv6_sourcegrad,ssm,dmc:cheetah.run.occ,5,0.5654655456542969,0.6528962612152099,0.133922935234324,5,0,
hacssmv6_sourcegrad,ssm,ogbench:cube-single.occ,5,1.3699516773223877,1.4677053689956665,0.06661281216376128,5,0,
hacssmv6_sourcegrad,ssm,__overall__,25,,,0.04827142178487765,18,0,3
hacssmv6_sourcegrad,hacsmv4_two_noaux,dmc:reacher.hard.occ,5,0.8278556704521179,0.8308597564697265,0.0036291562481555006,5,0,
hacssmv6_sourcegrad,hacsmv4_two_noaux,dmc:ball_in_cup.catch.occ,5,0.9780985713005066,0.9775278806686402,-0.0015363715000970483,3,0,
hacssmv6_sourcegrad,hacsmv4_two_noaux,dmc:finger.spin.occ,5,1.1270079135894775,1.1288960218429565,0.0017486372562934903,2,0,
hacssmv6_sourcegrad,hacsmv4_two_noaux,dmc:cheetah.run.occ,5,0.5654655456542969,0.5639344334602356,-0.0027808771160838424,2,0,
hacssmv6_sourcegrad,hacsmv4_two_noaux,ogbench:cube-single.occ,5,1.3699516773223877,1.368989682197571,-0.0006850009518042463,3,0,
hacssmv6_sourcegrad,hacsmv4_two_noaux,__overall__,25,,,7.510878729277078e-05,15,0,2
hacssmv6_fastonly,ssm,dmc:reacher.hard.occ,5,0.8306251406669617,0.8172305583953857,-0.016665310076364133,2,0,
hacssmv6_fastonly,ssm,dmc:ball_in_cup.catch.occ,5,0.976146686077118,0.9644538998603821,-0.013538070349967464,1,0,
hacssmv6_fastonly,ssm,dmc:finger.spin.occ,5,1.1291224002838134,1.2112032890319824,0.06748676921651348,5,0,
hacssmv6_fastonly,ssm,dmc:cheetah.run.occ,5,0.5611637234687805,0.6528962612152099,0.14047458487159353,5,0,
hacssmv6_fastonly,ssm,ogbench:cube-single.occ,5,1.3713432788848876,1.4677053689956665,0.0656904864130126,5,0,
hacssmv6_fastonly,ssm,__overall__,25,,,0.048689692014957604,18,0,3
hacssmv6_fastonly,hacsmv4_two_noaux,dmc:reacher.hard.occ,5,0.8306251406669617,0.8308597564697265,0.00026490873400882795,3,0,
hacssmv6_fastonly,hacsmv4_two_noaux,dmc:ball_in_cup.catch.occ,5,0.976146686077118,0.9775278806686402,0.0014255609055947845,2,0,
hacssmv6_fastonly,hacsmv4_two_noaux,dmc:finger.spin.occ,5,1.1291224002838134,1.1288960218429565,-0.00020624414134331668,3,0,
hacssmv6_fastonly,hacsmv4_two_noaux,dmc:cheetah.run.occ,5,0.5611637234687805,0.5639344334602356,0.004842974652241382,3,0,
hacssmv6_fastonly,hacsmv4_two_noaux,ogbench:cube-single.occ,5,1.3713432788848876,1.368989682197571,-0.0017129146252214513,1,0,
hacssmv6_fastonly,hacsmv4_two_noaux,__overall__,25,,,0.0009228571050560454,12,0,3
hacssmv6_mediumonly,ssm,dmc:reacher.hard.occ,5,0.8309258937835693,0.8172305583953857,-0.017036087302103313,2,0,
hacssmv6_mediumonly,ssm,dmc:ball_in_cup.catch.occ,5,0.9694863080978393,0.9644538998603821,-0.0064745922541203154,1,0,
hacssmv6_mediumonly,ssm,dmc:finger.spin.occ,5,1.1302337646484375,1.2112032890319824,0.06657406364238813,5,0,
hacssmv6_mediumonly,ssm,dmc:cheetah.run.occ,5,0.5599441409111023,0.6528962612152099,0.14239607495310508,5,0,
hacssmv6_mediumonly,ssm,ogbench:cube-single.occ,5,1.3673864603042603,1.4677053689956665,0.06839021192252481,5,0,
hacssmv6_mediumonly,ssm,__overall__,25,,,0.050769934192358875,18,0,3
hacssmv6_mediumonly,hacsmv4_two_noaux,dmc:reacher.hard.occ,5,0.8309258937835693,0.8308597564697265,-8.834776209968192e-05,3,0,
hacssmv6_mediumonly,hacsmv4_two_noaux,dmc:ball_in_cup.catch.occ,5,0.9694863080978393,0.9775278806686402,0.007901464284190265,3,0,
hacssmv6_mediumonly,hacsmv4_two_noaux,dmc:finger.spin.occ,5,1.1302337646484375,1.1288960218429565,-0.0011809945524127274,2,0,
hacssmv6_mediumonly,hacsmv4_two_noaux,dmc:cheetah.run.occ,5,0.5599441409111023,0.5639344334602356,0.0070549576543872845,4,0,
hacssmv6_mediumonly,hacsmv4_two_noaux,ogbench:cube-single.occ,5,1.3673864603042603,1.368989682197571,0.0011885369967334738,3,0,
hacssmv6_mediumonly,hacsmv4_two_noaux,__overall__,25,,,0.002975123324159723,15,0,3
hacssmv6_noaction,ssm,dmc:reacher.hard.occ,5,0.8272616863250732,0.8172305583953857,-0.012563924700081386,2,0,
hacssmv6_noaction,ssm,dmc:ball_in_cup.catch.occ,5,1.137719988822937,0.9644538998603821,-0.1808781954966748,0,0,
hacssmv6_noaction,ssm,dmc:finger.spin.occ,5,1.3181432723999023,1.2112032890319824,-0.08860142752343798,0,0,
hacssmv6_noaction,ssm,dmc:cheetah.run.occ,5,0.8210269570350647,0.6528962612152099,-0.2576453188961026,0,0,
hacssmv6_noaction,ssm,ogbench:cube-single.occ,5,1.6621894836425781,1.4677053689956665,-0.13268134146751123,0,0,
hacssmv6_noaction,ssm,__overall__,25,,,-0.1344740416167616,2,0,0
hacssmv6_noaction,hacsmv4_two_noaux,dmc:reacher.hard.occ,5,0.8272616863250732,0.8308597564697265,0.0043031003015218386,4,0,
hacssmv6_noaction,hacsmv4_two_noaux,dmc:ball_in_cup.catch.occ,5,1.137719988822937,0.9775278806686402,-0.16526213986653596,0,0,
hacssmv6_noaction,hacsmv4_two_noaux,dmc:finger.spin.occ,5,1.3181432723999023,1.1288960218429565,-0.16766653778988413,0,0,
hacssmv6_noaction,hacsmv4_two_noaux,dmc:cheetah.run.occ,5,0.8210269570350647,0.5639344334602356,-0.45607455658322504,0,0,
hacssmv6_noaction,hacsmv4_two_noaux,ogbench:cube-single.occ,5,1.6621894836425781,1.368989682197571,-0.21440115198548107,0,0,
hacssmv6_noaction,hacsmv4_two_noaux,__overall__,25,,,-0.19982025718472088,4,0,1
hacssmv6_static,ssm,dmc:reacher.hard.occ,5,0.8503227710723877,0.8172305583953857,-0.04066944516547409,0,0,
hacssmv6_static,ssm,dmc:ball_in_cup.catch.occ,5,0.8935149788856507,0.9644538998603821,0.07274844202097358,5,0,
hacssmv6_static,ssm,dmc:finger.spin.occ,5,1.1956828117370606,1.2112032890319824,0.012552872791194415,4,0,
hacssmv6_static,ssm,dmc:cheetah.run.occ,5,0.5297807931900025,0.6528962612152099,0.18851210088656398,5,0,
hacssmv6_static,ssm,ogbench:cube-single.occ,5,1.3645100355148316,1.4677053689956665,0.07019104489497094,5,0,
hacssmv6_static,ssm,__overall__,25,,,0.06066700308564576,19,0,4
hacssmv6_static,hacsmv4_two_noaux,dmc:reacher.hard.occ,5,0.8503227710723877,0.8308597564697265,-0.023432836173375472,0,0,
hacssmv6_static,hacsmv4_two_noaux,dmc:ball_in_cup.catch.occ,5,0.8935149788856507,0.9775278806686402,0.08526259569390109,5,0,
hacssmv6_static,hacsmv4_two_noaux,dmc:finger.spin.occ,5,1.1956828117370606,1.1288960218429565,-0.05937782312248732,0,0,
hacssmv6_static,hacsmv4_two_noaux,dmc:cheetah.run.occ,5,0.5297807931900025,0.5639344334602356,0.06028906675690662,5,0,
hacssmv6_static,hacsmv4_two_noaux,ogbench:cube-single.occ,5,1.3645100355148316,1.368989682197571,0.0030809781634172392,3,0,
hacssmv6_static,hacsmv4_two_noaux,__overall__,25,,,0.013164396263672431,13,0,3
hacssmv6_single,ssm,dmc:reacher.hard.occ,5,0.8864162683486938,0.8172305583953857,-0.08485537845513065,0,0,
hacssmv6_single,ssm,dmc:ball_in_cup.catch.occ,5,0.9992557883262634,0.9644538998603821,-0.037659885462705434,1,0,
hacssmv6_single,ssm,dmc:finger.spin.occ,5,1.3337583065032959,1.2112032890319824,-0.10143575208514301,0,0,
hacssmv6_single,ssm,dmc:cheetah.run.occ,5,0.5970130801200867,0.6528962612152099,0.08551858100620406,5,0,
hacssmv6_single,ssm,ogbench:cube-single.occ,5,1.5837581396102904,1.4677053689956665,-0.07918012539314147,0,0,
hacssmv6_single,ssm,__overall__,25,,,-0.0435225120779833,6,0,1
hacssmv6_single,hacsmv4_two_noaux,dmc:reacher.hard.occ,5,0.8864162683486938,0.8308597564697265,-0.0670478658409601,0,0,
hacssmv6_single,hacsmv4_two_noaux,dmc:ball_in_cup.catch.occ,5,0.9992557883262634,0.9775278806686402,-0.022681473685718437,1,0,
hacssmv6_single,hacsmv4_two_noaux,dmc:finger.spin.occ,5,1.3337583065032959,1.1288960218429565,-0.18164443251660764,0,0,
hacssmv6_single,hacsmv4_two_noaux,dmc:cheetah.run.occ,5,0.5970130801200867,0.5639344334602356,-0.058682545474594686,0,0,
hacssmv6_single,hacsmv4_two_noaux,ogbench:cube-single.occ,5,1.5837581396102904,1.368989682197571,-0.15708300562497804,0,0,
hacssmv6_single,hacsmv4_two_noaux,__overall__,25,,,-0.09742786462857178,1,0,0
hacssmv6,ssm,dmc:reacher.hard.occ,5,0.8306938886642456,0.8172305583953857,-0.016742730165923574,2,0,
hacssmv6,ssm,dmc:ball_in_cup.catch.occ,5,0.9632748603820801,0.9644538998603821,0.00018798656424742627,2,0,
hacssmv6,ssm,dmc:finger.spin.occ,5,1.1288799047470093,1.2112032890319824,0.06770813982659377,5,0,
hacssmv6,ssm,dmc:cheetah.run.occ,5,0.5612707734107971,0.6528962612152099,0.14033083486363956,5,0,
hacssmv6,ssm,ogbench:cube-single.occ,5,1.3681094646453857,1.4677053689956665,0.06787453618009798,5,0,
hacssmv6,ssm,__overall__,25,,,0.05187175345373103,19,0,4
hacssmv6,hacsmv4_two_noaux,dmc:reacher.hard.occ,5,0.8306938886642456,0.8308597564697265,0.00018645395123722402,3,0,
hacssmv6,hacsmv4_two_noaux,dmc:ball_in_cup.catch.occ,5,0.9632748603820801,0.9775278806686402,0.01418401156015215,4,0,
hacssmv6,hacsmv4_two_noaux,dmc:finger.spin.occ,5,1.1288799047470093,1.1288960218429565,4.126002668269816e-05,3,0,
hacssmv6,hacsmv4_two_noaux,dmc:cheetah.run.occ,5,0.5612707734107971,0.5639344334602356,0.004681193055414483,3,0,
hacssmv6,hacsmv4_two_noaux,ogbench:cube-single.occ,5,1.3681094646453857,1.368989682197571,0.0006291562546440584,2,0,
hacssmv6,hacsmv4_two_noaux,__overall__,25,,,0.003944414969626123,15,0,5
