candidate,reference,env,n_pairs,candidate_mean_mse,reference_mean_mse,mean_paired_relative_reduction,paired_wins,paired_ties
hacssmv6,ssm,dmc:reacher.hard.occ,3,0.837739904721578,0.8189797004063925,-0.023252878323465995,1,0
hacssmv6,ssm,dmc:ball_in_cup.catch.occ,3,0.9631660977999369,0.9775559902191162,0.013394413130657624,2,0
hacssmv6,ssm,dmc:finger.spin.occ,3,1.1309776306152344,1.2022446393966675,0.059215955129248175,3,0
hacssmv6,ssm,dmc:cheetah.run.occ,3,0.5650643905003866,0.6563953757286072,0.1391137212864117,3,0
hacssmv6,ssm,ogbench:cube-single.occ,3,1.382214109102885,1.48313041528066,0.06807697927239365,3,0
hacssmv6,ssm,__overall__,15,,,0.05130963809904903,12,0
hacssmv6,hacsmv4_two_noaux,dmc:reacher.hard.occ,3,0.837739904721578,0.8383258779843649,0.0006941360630558914,2,0
hacssmv6,hacsmv4_two_noaux,dmc:ball_in_cup.catch.occ,3,0.9631660977999369,0.9760542710622152,0.01246143857495281,2,0
hacssmv6,hacsmv4_two_noaux,dmc:finger.spin.occ,3,1.1309776306152344,1.1303319136301677,-0.0005370099807051705,2,0
hacssmv6,hacsmv4_two_noaux,dmc:cheetah.run.occ,3,0.5650643905003866,0.5666976968447367,0.0027951209515199573,1,0
hacssmv6,hacsmv4_two_noaux,ogbench:cube-single.occ,3,1.382214109102885,1.3828421433766682,0.0004283358465765773,1,0
hacssmv6,hacsmv4_two_noaux,__overall__,15,,,0.0031684042910800126,8,0
hacssmv6,hacssmv5_noaux,dmc:reacher.hard.occ,3,0.837739904721578,0.8224151134490967,-0.018613328995567308,0,0
hacssmv6,hacssmv5_noaux,dmc:ball_in_cup.catch.occ,3,0.9631660977999369,1.061367670694987,0.09230157367765983,3,0
hacssmv6,hacssmv5_noaux,dmc:finger.spin.occ,3,1.1309776306152344,1.273043195406596,0.11152487177460484,3,0
hacssmv6,hacssmv5_noaux,dmc:cheetah.run.occ,3,0.5650643905003866,0.5938265919685364,0.047686866130293624,3,0
hacssmv6,hacssmv5_noaux,ogbench:cube-single.occ,3,1.382214109102885,1.5762062470118205,0.12307065386582694,3,0
hacssmv6,hacssmv5_noaux,__overall__,15,,,0.07119412729056358,12,0
hacssmv6,hacssmv6_noaux,dmc:reacher.hard.occ,3,0.837739904721578,0.8383258779843649,0.0006941360630558914,2,0
hacssmv6,hacssmv6_noaux,dmc:ball_in_cup.catch.occ,3,0.9631660977999369,0.9760542710622152,0.01246143857495281,2,0
hacssmv6,hacssmv6_noaux,dmc:finger.spin.occ,3,1.1309776306152344,1.1303319136301677,-0.0005370099807051705,2,0
hacssmv6,hacssmv6_noaux,dmc:cheetah.run.occ,3,0.5650643905003866,0.5666976968447367,0.0027951209515199573,1,0
hacssmv6,hacssmv6_noaux,ogbench:cube-single.occ,3,1.382214109102885,1.3828421433766682,0.0004283358465765773,1,0
hacssmv6,hacssmv6_noaux,__overall__,15,,,0.0031684042910800126,8,0
hacssmv6,hacssmv6_aux_noaction,dmc:reacher.hard.occ,3,0.837739904721578,0.8383258779843649,0.0006941360630558914,2,0
hacssmv6,hacssmv6_aux_noaction,dmc:ball_in_cup.catch.occ,3,0.9631660977999369,0.9760542710622152,0.01246143857495281,2,0
hacssmv6,hacssmv6_aux_noaction,dmc:finger.spin.occ,3,1.1309776306152344,1.1303319136301677,-0.0005370099807051705,2,0
hacssmv6,hacssmv6_aux_noaction,dmc:cheetah.run.occ,3,0.5650643905003866,0.5666976968447367,0.0027951209515199573,1,0
hacssmv6,hacssmv6_aux_noaction,ogbench:cube-single.occ,3,1.382214109102885,1.3828421433766682,0.0004283358465765773,1,0
hacssmv6,hacssmv6_aux_noaction,__overall__,15,,,0.0031684042910800126,8,0
hacssmv6,hacssmv6_uniform,dmc:reacher.hard.occ,3,0.837739904721578,0.8376640677452087,-8.160260612152826e-05,2,0
hacssmv6,hacssmv6_uniform,dmc:ball_in_cup.catch.occ,3,0.9631660977999369,0.9638189474741617,0.0003103945919394567,2,0
hacssmv6,hacssmv6_uniform,dmc:finger.spin.occ,3,1.1309776306152344,1.1313470204671223,0.0003646698296974864,2,0
hacssmv6,hacssmv6_uniform,dmc:cheetah.run.occ,3,0.5650643905003866,0.5646021564801534,-0.0009598571610028028,2,0
hacssmv6,hacssmv6_uniform,ogbench:cube-single.occ,3,1.382214109102885,1.3869175513585408,0.0033284229043804158,2,0
hacssmv6,hacssmv6_uniform,__overall__,15,,,0.0005924055117786056,10,0
hacssmv6,hacssmv6_sourcegrad,dmc:reacher.hard.occ,3,0.837739904721578,0.8357422550519308,-0.002369359007728524,1,0
hacssmv6,hacssmv6_sourcegrad,dmc:ball_in_cup.catch.occ,3,0.9631660977999369,0.9830321868260702,0.0201084848416946,2,0
hacssmv6,hacssmv6_sourcegrad,dmc:finger.spin.occ,3,1.1309776306152344,1.1286601622899373,-0.0020848541618255826,2,0
hacssmv6,hacssmv6_sourcegrad,dmc:cheetah.run.occ,3,0.5650643905003866,0.5699542562166849,0.008567563400480054,3,0
hacssmv6,hacssmv6_sourcegrad,ogbench:cube-single.occ,3,1.382214109102885,1.3824115594228108,8.866801988638718e-06,1,0
hacssmv6,hacssmv6_sourcegrad,__overall__,15,,,0.004846140374921837,9,0
hacssmv6,hacssmv6_fastonly,dmc:reacher.hard.occ,3,0.837739904721578,0.8377614418665568,3.401178155777347e-05,1,0
hacssmv6,hacssmv6_fastonly,dmc:ball_in_cup.catch.occ,3,0.9631660977999369,0.9815359910329183,0.017875107766666794,2,0
hacssmv6,hacssmv6_fastonly,dmc:finger.spin.occ,3,1.1309776306152344,1.1311411062876384,0.00019299394492488858,2,0
hacssmv6,hacssmv6_fastonly,dmc:cheetah.run.occ,3,0.5650643905003866,0.5642115473747253,-0.0015169206340091901,1,0
hacssmv6,hacssmv6_fastonly,ogbench:cube-single.occ,3,1.382214109102885,1.3874067862828572,0.003737250054690417,2,0
hacssmv6,hacssmv6_fastonly,__overall__,15,,,0.004064488582766136,8,0
hacssmv6,hacssmv6_mediumonly,dmc:reacher.hard.occ,3,0.837739904721578,0.8379252354303995,0.00022101873801481906,2,0
hacssmv6,hacssmv6_mediumonly,dmc:ball_in_cup.catch.occ,3,0.9631660977999369,0.9765493075052897,0.013395989614634576,2,0
hacssmv6,hacssmv6_mediumonly,dmc:finger.spin.occ,3,1.1309776306152344,1.1317317485809326,0.0007087180670480799,2,0
hacssmv6,hacssmv6_mediumonly,dmc:cheetah.run.occ,3,0.5650643905003866,0.5648466944694519,-0.00047096993959883977,2,0
hacssmv6,hacssmv6_mediumonly,ogbench:cube-single.occ,3,1.382214109102885,1.383171518643697,0.0006698552983731943,2,0
