run,env,design,seed,trainable_parameters,val_pred_loss,clean_mse_pre,clean_mse_blackout_transition,clean_mse_deep_blackout,clean_mse_first_post,clean_mse_recovery,clean_mse_late_post,clean_mse_all,clean_mse_first_post_ablated,clean_input_mse_first_post,last_visible_mse_first_post,constant_mse_first_post,persistence_mse_first_post,val_hier_loss,val_hier_loss_fast,val_hier_loss_medium,val_hier_loss_slow,val_hier_loss_h1,val_hier_loss_h2,val_hier_loss_h4,val_hier_loss_h8,val_hier_loss_h16,tau_fast,tau_slow,tau_fast_min,tau_fast_max,tau_medium_min,tau_medium_max,val_hier_loss_bridge,val_hier_loss_recovery,val_hier_overlap,rho_fast,rho_medium,action_head_shared_norm,action_head_fast_norm,action_head_medium_norm,action_head_cosine
lewm-dmc:ball_in_cup.catch.occ-hacssmv7_sharedaction-s0,dmc:ball_in_cup.catch.occ,hacssmv7_sharedaction,0,852614,0.8088143507639567,0.6121568083763123,0.7940810322761536,1.0419235229492188,0.9226734638214111,0.758708119392395,0.7122141718864441,0.7411028742790222,2.11702036857605,0.707537055015564,2.2903213500976562,1.2641915082931519,16.771806716918945,0.12548670450846355,0.0827453926205635,0.16822802066802978,,0.05327183629075686,0.11221894681453705,0.1049517967303594,0.23150424043337503,,2.0,8.0,,,,,0.14989192306995391,0.1010814881324768,0.0,0.6085193157196045,0.5517734289169312,,3.704961061477661,3.704961061477661,1.0
lewm-dmc:ball_in_cup.catch.occ-hacssmv7_sharedaction-s1,dmc:ball_in_cup.catch.occ,hacssmv7_sharedaction,1,852614,0.8133324527740479,0.6136109232902527,0.7370184063911438,1.0142420530319214,0.924513041973114,0.784648060798645,0.720031201839447,0.7380439639091492,2.035090684890747,0.7034094929695129,2.2903213500976562,1.2641915082931519,16.771806716918945,0.12476768573125203,0.08244051734606425,0.1670948572953542,,0.053119144439697265,0.11176188657681148,0.10487336973349254,0.22931634267171225,,2.0,8.0,,,,,0.14937341113885244,0.10016195287307103,0.0,0.6040266156196594,0.5487402677536011,,3.693509101867676,3.693509101867676,0.9999998807907104
lewm-dmc:ball_in_cup.catch.occ-hacssmv7_sharedaction-s2,dmc:ball_in_cup.catch.occ,hacssmv7_sharedaction,2,852614,0.8084825579325358,0.6116623282432556,0.7342364192008972,1.0406441688537598,0.9223896265029907,0.7706264853477478,0.70999675989151,0.7344785332679749,1.7345670461654663,0.6882846355438232,2.2903213500976562,1.2641915082931519,16.771806716918945,0.12132928152879079,0.07990302364031474,0.16275554577509563,,0.05153460115194321,0.10827144344647725,0.10261918276548386,0.22289189497629802,,2.0,8.0,,,,,0.1456777129570643,0.09698085109392802,0.0,0.5968124866485596,0.5425617098808289,,3.627323865890503,3.627323865890503,0.9999999403953552
lewm-dmc:ball_in_cup.catch.occ-hacssmv7_sharedaction-s3,dmc:ball_in_cup.catch.occ,hacssmv7_sharedaction,3,852614,0.8095251941680908,0.6127575635910034,0.7548757195472717,1.001752495765686,0.9189218282699585,0.7749276161193848,0.7188368439674377,0.7369945645332336,1.6497200727462769,0.7256028056144714,2.2903213500976562,1.2641915082931519,16.771806716918945,0.12607221841812133,0.08192470719416936,0.1702197285493215,,0.05255808025598526,0.11129132936398188,0.10566723863283793,0.23477221528689066,,2.0,8.0,,,,,0.15046746850013734,0.10167697578668594,0.0,0.6049805283546448,0.5469643473625183,,3.732520818710327,3.732520818710327,0.9999998807907104
lewm-dmc:ball_in_cup.catch.occ-hacssmv7_sharedaction-s4,dmc:ball_in_cup.catch.occ,hacssmv7_sharedaction,4,852614,0.7933765538533528,0.613866925239563,0.757453441619873,1.03019380569458,0.8912162184715271,0.7728403806686401,0.7125676870346069,0.7365615963935852,1.8852449655532837,0.7229790687561035,2.2903213500976562,1.2641915082931519,16.771806716918945,0.12208359370628993,0.08088696718215943,0.16328022023042044,,0.05255772893627485,0.1092162048816681,0.10305299818515777,0.22350745181242626,,2.0,8.0,,,,,0.14586645166079204,0.09830073356628417,0.0,0.6202618479728699,0.5557799339294434,,3.715928316116333,3.715928316116333,0.9999998807907104
lewm-dmc:ball_in_cup.catch.occ-hacssmv8-s0,dmc:ball_in_cup.catch.occ,hacssmv8,0,851078,0.8220160086949666,0.6100497245788574,0.7930169105529785,1.0667636394500732,0.9484769701957703,0.7687945365905762,0.7108731865882874,0.7440381646156311,2.275235652923584,0.7035762071609497,2.2903213500976562,1.2641915082931519,16.771806716918945,,,,,,,,,,2.0,8.0,,,,,,,,0.6069918870925903,0.5487242937088013,3.796135187149048,,,
lewm-dmc:ball_in_cup.catch.occ-hacssmv8-s1,dmc:ball_in_cup.catch.occ,hacssmv8,1,851078,0.8191134707132975,0.6153910756111145,0.7586703300476074,1.0848482847213745,0.9347808957099915,0.7881434559822083,0.720034658908844,0.7486142516136169,2.12528920173645,0.6860219836235046,2.2903213500976562,1.2641915082931519,16.771806716918945,,,,,,,,,,2.0,8.0,,,,,,,,0.6060755252838135,0.5467535853385925,3.7410974502563477,,,
lewm-dmc:ball_in_cup.catch.occ-hacssmv8-s2,dmc:ball_in_cup.catch.occ,hacssmv8,2,851078,0.8068145044644673,0.6110206842422485,0.7198837399482727,1.0046336650848389,0.9184541702270508,0.7703264355659485,0.7117512226104736,0.7297438383102417,1.6990065574645996,0.7087820768356323,2.2903213500976562,1.2641915082931519,16.771806716918945,,,,,,,,,,2.0,8.0,,,,,,,,0.6023189425468445,0.5435760617256165,3.6873669624328613,,,
lewm-dmc:ball_in_cup.catch.occ-hacssmv8-s3,dmc:ball_in_cup.catch.occ,hacssmv8,3,851078,0.8277347914377848,0.6110779643058777,0.7576461434364319,1.0366982221603394,0.9542365670204163,0.7725568413734436,0.7193431854248047,0.7417721748352051,1.7690527439117432,0.7211484313011169,2.2903213500976562,1.2641915082931519,16.771806716918945,,,,,,,,,,2.0,8.0,,,,,,,,0.6084706783294678,0.5473703145980835,3.9263651371002197,,,
lewm-dmc:ball_in_cup.catch.occ-hacssmv8-s4,dmc:ball_in_cup.catch.occ,hacssmv8,4,851078,0.7976262998580933,0.6139473915100098,0.7697421908378601,1.039059042930603,0.9026201367378235,0.7709000110626221,0.7068074345588684,0.7364466190338135,1.9207870960235596,0.7074719071388245,2.2903213500976562,1.2641915082931519,16.771806716918945,,,,,,,,,,2.0,8.0,,,,,,,,0.6207963228225708,0.5538536906242371,3.6801652908325195,,,
