run,env,design,seed,previous_window_mean,recent_window_mean,relative_improvement
lewm-dmc:reacher.hard.occ-hacssmv8-s0,dmc:reacher.hard.occ,hacssmv8,0,0.5524349801540375,0.553376263221105,-0.0017038802771053197
lewm-dmc:reacher.hard.occ-hacssmv8-s1,dmc:reacher.hard.occ,hacssmv8,1,0.5506320240100224,0.5492599959373474,0.0024917331590761766
lewm-dmc:reacher.hard.occ-hacssmv8-s2,dmc:reacher.hard.occ,hacssmv8,2,0.5650306413968404,0.5643038210074107,0.001286338007497998
lewm-dmc:reacher.hard.occ-hacssmv8_dynamic-s0,dmc:reacher.hard.occ,hacssmv8_dynamic,0,0.5520922562281291,0.5519268840948741,0.0002995371360300813
lewm-dmc:reacher.hard.occ-hacssmv8_dynamic-s1,dmc:reacher.hard.occ,hacssmv8_dynamic,1,0.5509061328570047,0.5483690229654312,0.004605339712622261
lewm-dmc:reacher.hard.occ-hacssmv8_dynamic-s2,dmc:reacher.hard.occ,hacssmv8_dynamic,2,0.5642943170070648,0.5628643232981364,0.002534127432848975
lewm-dmc:reacher.hard.occ-hacssmv8_levelaction-s0,dmc:reacher.hard.occ,hacssmv8_levelaction,0,0.551056370695432,0.5516743873755137,-0.0011215126309160003
lewm-dmc:reacher.hard.occ-hacssmv8_levelaction-s1,dmc:reacher.hard.occ,hacssmv8_levelaction,1,0.54965269947052,0.5475011218388876,0.003914431119332338
lewm-dmc:reacher.hard.occ-hacssmv8_levelaction-s2,dmc:reacher.hard.occ,hacssmv8_levelaction,2,0.5629339276154836,0.562573094924291,0.0006409858661761996
lewm-dmc:reacher.hard.occ-hacssmv8_noaction-s0,dmc:reacher.hard.occ,hacssmv8_noaction,0,0.5540824337800344,0.5541768601735433,-0.00017041939565685518
lewm-dmc:reacher.hard.occ-hacssmv8_noaction-s1,dmc:reacher.hard.occ,hacssmv8_noaction,1,0.5504549356301626,0.5491158116658529,0.0024327585740995345
lewm-dmc:reacher.hard.occ-hacssmv8_noaction-s2,dmc:reacher.hard.occ,hacssmv8_noaction,2,0.5633826615015666,0.5630882809956869,0.0005225231907121647
lewm-dmc:reacher.hard.occ-hacssmv8_redundant-s0,dmc:reacher.hard.occ,hacssmv8_redundant,0,0.5523350457350413,0.5523597000439961,-4.463651029423515e-05
lewm-dmc:reacher.hard.occ-hacssmv8_redundant-s1,dmc:reacher.hard.occ,hacssmv8_redundant,1,0.5504901294310888,0.5490929505030314,0.0025380635425766578
lewm-dmc:reacher.hard.occ-hacssmv8_redundant-s2,dmc:reacher.hard.occ,hacssmv8_redundant,2,0.5631856475671132,0.5619361761411031,0.0022185782457482934
lewm-dmc:reacher.hard.occ-hacssmv8_single-s0,dmc:reacher.hard.occ,hacssmv8_single,0,0.5874286189874014,0.5883899068832398,-0.0016364335423347796
