candidate,reference,env,n_pairs,candidate_mean_mse,reference_mean_mse,mean_paired_relative_reduction,paired_wins,paired_ties
hacssmv8,hacssmv8_dynamic,dmc:cheetah.run.occ,5,0.5503265023231506,0.5650304555892944,0.02610548462476285,5,0
hacssmv8,hacssmv8_dynamic,ogbench:cube-single.occ,5,1.3597899198532104,1.3717170715332032,0.00868374013659389,5,0
hacssmv8,hacssmv8_dynamic,__overall__,25,,,0.014878953455579104,19,0
hacssmv8,hacssmv8_static,dmc:reacher.hard.occ,5,0.8291808605194092,0.8500867128372193,0.024332815132015562,5,0
hacssmv8,hacssmv8_static,dmc:ball_in_cup.catch.occ,5,0.9317137479782105,0.9160898208618165,-0.01847322194296305,1,0
hacssmv8,hacssmv8_static,dmc:finger.spin.occ,5,1.1369792461395263,1.1890000104904175,0.04330338812594928,5,0
hacssmv8,hacssmv8_static,dmc:cheetah.run.occ,5,0.5503265023231506,0.5391395211219787,-0.021031945756674778,1,0
hacssmv8,hacssmv8_static,ogbench:cube-single.occ,5,1.3597899198532104,1.3580640792846679,-0.0012363461864538265,2,0
hacssmv8,hacssmv8_static,__overall__,25,,,0.005378937874374637,14,0
hacssmv8,hacssmv8_levelaction,dmc:reacher.hard.occ,5,0.8291808605194092,0.8263182163238525,-0.003481727837358387,0,0
hacssmv8,hacssmv8_levelaction,dmc:ball_in_cup.catch.occ,5,0.9317137479782105,0.937244427204132,0.005206548360039196,2,0
hacssmv8,hacssmv8_levelaction,dmc:finger.spin.occ,5,1.1369792461395263,1.146846866607666,0.008632108614370478,5,0
hacssmv8,hacssmv8_levelaction,dmc:cheetah.run.occ,5,0.5503265023231506,0.5601337790489197,0.01745469951976061,4,0
hacssmv8,hacssmv8_levelaction,ogbench:cube-single.occ,5,1.3597899198532104,1.3520869016647339,-0.005631734905181379,1,0
hacssmv8,hacssmv8_levelaction,__overall__,25,,,0.0044359787503261035,12,0
hacssmv8,hacssmv8_redundant,dmc:reacher.hard.occ,5,0.8291808605194092,0.8275004744529724,-0.002001143509376536,1,0
hacssmv8,hacssmv8_redundant,dmc:ball_in_cup.catch.occ,5,0.9317137479782105,0.9339908242225647,0.002196859349779986,3,0
hacssmv8,hacssmv8_redundant,dmc:finger.spin.occ,5,1.1369792461395263,1.1422143936157227,0.004576206868728275,4,0
hacssmv8,hacssmv8_redundant,dmc:cheetah.run.occ,5,0.5503265023231506,0.5603875875473022,0.01748985223145319,4,0
hacssmv8,hacssmv8_redundant,ogbench:cube-single.occ,5,1.3597899198532104,1.3482882738113404,-0.008539495945411427,0,0
hacssmv8,hacssmv8_redundant,__overall__,25,,,0.0027444557990346976,12,0
hacssmv8,hacssmv8_noaction,dmc:reacher.hard.occ,5,0.8291808605194092,0.8271459579467774,-0.0025162828068370224,2,0
hacssmv8,hacssmv8_noaction,dmc:ball_in_cup.catch.occ,5,0.9317137479782105,1.0666991472244263,0.1256718947903605,5,0
hacssmv8,hacssmv8_noaction,dmc:finger.spin.occ,5,1.1369792461395263,1.324066948890686,0.1413709740356803,5,0
hacssmv8,hacssmv8_noaction,dmc:cheetah.run.occ,5,0.5503265023231506,0.7930065274238587,0.30561201838364255,5,0
hacssmv8,hacssmv8_noaction,ogbench:cube-single.occ,5,1.3597899198532104,1.6450232982635498,0.1732916731935074,5,0
hacssmv8,hacssmv8_noaction,__overall__,25,,,0.14868605551927075,22,0
hacssmv8,hacssmv8_single,dmc:reacher.hard.occ,5,0.8291808605194092,0.8844242691993713,0.06249636799993002,5,0
hacssmv8,hacssmv8_single,dmc:ball_in_cup.catch.occ,5,0.9317137479782105,0.9820345520973206,0.050872271932543046,5,0
hacssmv8,hacssmv8_single,dmc:finger.spin.occ,5,1.1369792461395263,1.3286248683929442,0.1442793543356198,5,0
hacssmv8,hacssmv8_single,dmc:cheetah.run.occ,5,0.5503265023231506,0.5911865353584289,0.06896786405224746,5,0
hacssmv8,hacssmv8_single,ogbench:cube-single.occ,5,1.3597899198532104,1.581665325164795,0.14025279375516567,5,0
hacssmv8,hacssmv8_single,__overall__,25,,,0.0933737304151012,25,0
