candidate,reference,env,n_pairs,candidate_mean_mse,reference_mean_mse,mean_paired_relative_reduction,paired_wins,paired_ties
hacssmv8,ssm,dmc:reacher.hard.occ,5,0.8291808605194092,0.8172305583953857,-0.01482275822821628,2,0
hacssmv8,ssm,dmc:ball_in_cup.catch.occ,5,0.9317137479782105,0.9644538998603821,0.03327297510473434,5,0
hacssmv8,ssm,dmc:finger.spin.occ,5,1.1369792461395263,1.2112032890319824,0.060998816202986375,5,0
hacssmv8,ssm,dmc:cheetah.run.occ,5,0.5503265023231506,0.6528962612152099,0.15718504810004305,5,0
hacssmv8,ssm,ogbench:cube-single.occ,5,1.3597899198532104,1.4677053689956665,0.073544122519062,5,0
hacssmv8,ssm,__overall__,25,,,0.0620356407397219,22,0
hacssmv8,hacssmv6,dmc:reacher.hard.occ,5,0.8291808605194092,0.8306938886642456,0.0017634962814723266,3,0
hacssmv8,hacssmv6,dmc:ball_in_cup.catch.occ,5,0.9317137479782105,0.9632748603820801,0.03229171527462236,4,0
hacssmv8,hacssmv6,dmc:finger.spin.occ,5,1.1369792461395263,1.1288799047470093,-0.0071300202029919105,2,0
hacssmv8,hacssmv6,dmc:cheetah.run.occ,5,0.5503265023231506,0.5612707734107971,0.019593506252913003,4,0
hacssmv8,hacssmv6,ogbench:cube-single.occ,5,1.3597899198532104,1.3681094646453857,0.0060992489016162485,5,0
hacssmv8,hacssmv6,__overall__,25,,,0.010523589301526406,18,0
hacssmv8,hacssmv6_static,dmc:reacher.hard.occ,5,0.8291808605194092,0.8503227710723877,0.024745391761146,5,0
hacssmv8,hacssmv6_static,dmc:ball_in_cup.catch.occ,5,0.9317137479782105,0.8935149788856507,-0.04285847887388622,0,0
hacssmv8,hacssmv6_static,dmc:finger.spin.occ,5,1.1369792461395263,1.1956828117370606,0.0489694816662358,5,0
hacssmv8,hacssmv6_static,dmc:cheetah.run.occ,5,0.5503265023231506,0.5297807931900025,-0.03949648159201928,1,0
hacssmv8,hacssmv6_static,ogbench:cube-single.occ,5,1.3597899198532104,1.3645100355148316,0.00342644092699139,2,0
hacssmv8,hacssmv6_static,__overall__,25,,,-0.0010427292223064615,13,0
hacssmv8,hacssmv7_noaux,dmc:reacher.hard.occ,5,0.8291808605194092,0.8263182163238525,-0.003481727837358387,0,0
hacssmv8,hacssmv7_noaux,dmc:ball_in_cup.catch.occ,5,0.9317137479782105,0.937244427204132,0.005206548360039196,2,0
hacssmv8,hacssmv7_noaux,dmc:finger.spin.occ,5,1.1369792461395263,1.146846866607666,0.008632108614370478,5,0
hacssmv8,hacssmv7_noaux,dmc:cheetah.run.occ,5,0.5503265023231506,0.5601337790489197,0.01745469951976061,4,0
hacssmv8,hacssmv7_noaux,ogbench:cube-single.occ,5,1.3597899198532104,1.3520869016647339,-0.005631734905181379,1,0
hacssmv8,hacssmv7_noaux,__overall__,25,,,0.0044359787503261035,12,0
hacssmv8,hacssmv7_sharedaction,dmc:reacher.hard.occ,5,0.8291808605194092,0.8297623991966248,0.0007122217328258602,2,0
hacssmv8,hacssmv7_sharedaction,dmc:ball_in_cup.catch.occ,5,0.9317137479782105,0.9159428358078003,-0.017206438419323077,1,0
hacssmv8,hacssmv7_sharedaction,dmc:finger.spin.occ,5,1.1369792461395263,1.1428596019744872,0.005195136403663075,4,0
hacssmv8,hacssmv7_sharedaction,dmc:cheetah.run.occ,5,0.5503265023231506,0.5548632621765137,0.007986938717022232,3,0
hacssmv8,hacssmv7_sharedaction,ogbench:cube-single.occ,5,1.3597899198532104,1.3487624406814576,-0.008105556082943671,1,0
hacssmv8,hacssmv7_sharedaction,__overall__,25,,,-0.0022835395297511165,11,0
hacssmv8,hacssmv7_norecovery,dmc:reacher.hard.occ,5,0.8291808605194092,0.8270128250122071,-0.0026243752253066284,1,0
hacssmv8,hacssmv7_norecovery,dmc:ball_in_cup.catch.occ,5,0.9317137479782105,0.9293771982192993,-0.0026902448621029754,3,0
hacssmv8,hacssmv7_norecovery,dmc:finger.spin.occ,5,1.1369792461395263,1.1403366565704345,0.0030106560601926313,3,0
hacssmv8,hacssmv7_norecovery,dmc:cheetah.run.occ,5,0.5503265023231506,0.5600851774215698,0.01698013816134461,2,0
hacssmv8,hacssmv7_norecovery,ogbench:cube-single.occ,5,1.3597899198532104,1.3450101137161254,-0.01091527550146806,0,0
hacssmv8,hacssmv7_norecovery,__overall__,25,,,0.0007521797265319156,9,0
hacssmv8,hacssmv8_dynamic,dmc:reacher.hard.occ,5,0.8291808605194092,0.8312952160835266,0.002473033165991296,3,0
hacssmv8,hacssmv8_dynamic,dmc:ball_in_cup.catch.occ,5,0.9317137479782105,0.977013909816742,0.04508105139162927,4,0
hacssmv8,hacssmv8_dynamic,dmc:finger.spin.occ,5,1.1369792461395263,1.1279508352279664,-0.00794854204108178,2,0
