candidate,reference,env,n_pairs,candidate_mean_mse,reference_mean_mse,mean_paired_relative_reduction,paired_wins,paired_ties
hacssmv8,ssm,dmc:reacher.hard.occ,3,0.8358657360076904,0.8189797004063925,-0.02088428825625508,1,0
hacssmv8,ssm,dmc:ball_in_cup.catch.occ,3,0.9339040120442709,0.9775559902191162,0.043782344014860315,3,0
hacssmv8,ssm,dmc:finger.spin.occ,3,1.1381622950236003,1.2022446393966675,0.05328739644382486,3,0
hacssmv8,ssm,dmc:cheetah.run.occ,3,0.5586188038190206,0.6563953757286072,0.14898019276791558,3,0
hacssmv8,ssm,ogbench:cube-single.occ,3,1.372625509897868,1.48313041528066,0.07456150092679442,3,0
hacssmv8,ssm,__overall__,15,,,0.059945429179428016,13,0
hacssmv8,hacssmv6,dmc:reacher.hard.occ,3,0.8358657360076904,0.837739904721578,0.0022073658009748244,2,0
hacssmv8,hacssmv6,dmc:ball_in_cup.catch.occ,3,0.9339040120442709,0.9631660977999369,0.029523950643719182,2,0
hacssmv8,hacssmv6,dmc:finger.spin.occ,3,1.1381622950236003,1.1309776306152344,-0.006388855701614743,1,0
hacssmv8,hacssmv6,dmc:cheetah.run.occ,3,0.5586188038190206,0.5650643905003866,0.011410030307379736,2,0
hacssmv8,hacssmv6,ogbench:cube-single.occ,3,1.372625509897868,1.382214109102885,0.0069874467307001675,3,0
hacssmv8,hacssmv6,__overall__,15,,,0.008747987556231834,10,0
hacssmv8,hacssmv6_static,dmc:reacher.hard.occ,3,0.8358657360076904,0.858836849530538,0.026588629286824157,3,0
hacssmv8,hacssmv6_static,dmc:ball_in_cup.catch.occ,3,0.9339040120442709,0.8936890363693237,-0.045215269686974306,0,0
hacssmv8,hacssmv6_static,dmc:finger.spin.occ,3,1.1381622950236003,1.1993539730707805,0.050716564321650566,3,0
hacssmv8,hacssmv6_static,dmc:cheetah.run.occ,3,0.5586188038190206,0.526527980963389,-0.06165916905370758,0,0
hacssmv8,hacssmv6_static,ogbench:cube-single.occ,3,1.372625509897868,1.3695071935653687,-0.0022425074323200304,1,0
hacssmv8,hacssmv6_static,__overall__,15,,,-0.006362350512905439,7,0
hacssmv8,hacssmv7_noaux,dmc:reacher.hard.occ,3,0.8358657360076904,0.8340611259142557,-0.0021724010910247264,0,0
hacssmv8,hacssmv7_noaux,dmc:ball_in_cup.catch.occ,3,0.9339040120442709,0.9381400545438131,0.003365581771497475,1,0
hacssmv8,hacssmv7_noaux,dmc:finger.spin.occ,3,1.1381622950236003,1.1459399064381917,0.0068059829354041096,3,0
hacssmv8,hacssmv7_noaux,dmc:cheetah.run.occ,3,0.5586188038190206,0.563715398311615,0.008924515192220723,2,0
hacssmv8,hacssmv7_noaux,ogbench:cube-single.occ,3,1.372625509897868,1.3605783780415852,-0.008790249623510613,0,0
hacssmv8,hacssmv7_noaux,__overall__,15,,,0.0016266858369173938,6,0
hacssmv8,hacssmv7_sharedaction,dmc:reacher.hard.occ,3,0.8358657360076904,0.8365230957667033,0.0008114277093513722,1,0
hacssmv8,hacssmv7_sharedaction,dmc:ball_in_cup.catch.occ,3,0.9339040120442709,0.923192044099172,-0.011601887811567655,1,0
hacssmv8,hacssmv7_sharedaction,dmc:finger.spin.occ,3,1.1381622950236003,1.1495543320973713,0.009961033541088364,3,0
hacssmv8,hacssmv7_sharedaction,dmc:cheetah.run.occ,3,0.5586188038190206,0.554059644540151,-0.008427284564833907,1,0
hacssmv8,hacssmv7_sharedaction,ogbench:cube-single.occ,3,1.372625509897868,1.357571800549825,-0.011021468311813169,1,0
hacssmv8,hacssmv7_sharedaction,__overall__,15,,,-0.004055635887554999,7,0
hacssmv8,hacssmv7_norecovery,dmc:reacher.hard.occ,3,0.8358657360076904,0.8336208065350851,-0.0027089354104966367,0,0
hacssmv8,hacssmv7_norecovery,dmc:ball_in_cup.catch.occ,3,0.9339040120442709,0.9241219361623129,-0.010848833471563029,1,0
hacssmv8,hacssmv7_norecovery,dmc:finger.spin.occ,3,1.1381622950236003,1.1423284610112507,0.003651346767227217,2,0
hacssmv8,hacssmv7_norecovery,dmc:cheetah.run.occ,3,0.5586188038190206,0.5672463973363241,0.014580815515852063,1,0
hacssmv8,hacssmv7_norecovery,ogbench:cube-single.occ,3,1.372625509897868,1.3523115714391072,-0.014955158089538954,0,0
hacssmv8,hacssmv7_norecovery,__overall__,15,,,-0.002056152937703868,4,0
hacssmv8,hacssmv8_dynamic,dmc:reacher.hard.occ,3,0.8358657360076904,0.8387022018432617,0.0033530626998735475,2,0
hacssmv8,hacssmv8_dynamic,dmc:ball_in_cup.catch.occ,3,0.9339040120442709,0.9747844338417053,0.039702189938511094,2,0
hacssmv8,hacssmv8_dynamic,dmc:finger.spin.occ,3,1.1381622950236003,1.1292993625005086,-0.00786723743623295,1,0
hacssmv8,hacssmv8_dynamic,dmc:cheetah.run.occ,3,0.5586188038190206,0.5684208869934082,0.01719710560997412,3,0
hacssmv8,hacssmv8_dynamic,ogbench:cube-single.occ,3,1.372625509897868,1.3879642486572266,0.011101670558958478,3,0
hacssmv8,hacssmv8_dynamic,__overall__,15,,,0.012697358274216858,11,0
hacssmv8,hacssmv8_static,dmc:reacher.hard.occ,3,0.8358657360076904,0.8598970572153727,0.02764414896869721,3,0
hacssmv8,hacssmv8_static,dmc:ball_in_cup.catch.occ,3,0.9339040120442709,0.8976111014684042,-0.040575103313708304,0,0
hacssmv8,hacssmv8_static,dmc:finger.spin.occ,3,1.1381622950236003,1.183946927388509,0.03794587754173437,3,0
hacssmv8,hacssmv8_static,dmc:cheetah.run.occ,3,0.5586188038190206,0.5409669081370035,-0.03294445634945187,0,0
hacssmv8,hacssmv8_static,ogbench:cube-single.occ,3,1.372625509897868,1.3673350016276042,-0.003829350555171248,1,0
hacssmv8,hacssmv8_static,__overall__,15,,,-0.002351776741579969,7,0
hacssmv8,hacssmv8_levelaction,dmc:reacher.hard.occ,3,0.8358657360076904,0.8340611259142557,-0.0021724010910247264,0,0
hacssmv8,hacssmv8_levelaction,dmc:ball_in_cup.catch.occ,3,0.9339040120442709,0.9381400545438131,0.003365581771497475,1,0
hacssmv8,hacssmv8_levelaction,dmc:finger.spin.occ,3,1.1381622950236003,1.1459399064381917,0.0068059829354041096,3,0
hacssmv8,hacssmv8_levelaction,dmc:cheetah.run.occ,3,0.5586188038190206,0.563715398311615,0.008924515192220723,2,0
hacssmv8,hacssmv8_levelaction,ogbench:cube-single.occ,3,1.372625509897868,1.3605783780415852,-0.008790249623510613,0,0
hacssmv8,hacssmv8_levelaction,__overall__,15,,,0.0016266858369173938,6,0
