env,design,n_seeds,trainable_parameters_mean,trainable_parameters_std,val_pred_loss_mean,val_pred_loss_std,clean_mse_pre_mean,clean_mse_pre_std,clean_mse_blackout_transition_mean,clean_mse_blackout_transition_std,clean_mse_deep_blackout_mean,clean_mse_deep_blackout_std,clean_mse_first_post_mean,clean_mse_first_post_std,clean_mse_recovery_mean,clean_mse_recovery_std,clean_mse_late_post_mean,clean_mse_late_post_std,clean_mse_all_mean,clean_mse_all_std,clean_mse_first_post_ablated_mean,clean_mse_first_post_ablated_std,clean_input_mse_first_post_mean,clean_input_mse_first_post_std,last_visible_mse_first_post_mean,last_visible_mse_first_post_std,constant_mse_first_post_mean,constant_mse_first_post_std,persistence_mse_first_post_mean,persistence_mse_first_post_std,val_hier_loss_mean,val_hier_loss_std,val_hier_loss_fast_mean,val_hier_loss_fast_std,val_hier_loss_medium_mean,val_hier_loss_medium_std,val_hier_loss_slow_mean,val_hier_loss_slow_std,val_hier_loss_h1_mean,val_hier_loss_h1_std,val_hier_loss_h2_mean,val_hier_loss_h2_std,val_hier_loss_h4_mean,val_hier_loss_h4_std,val_hier_loss_h8_mean,val_hier_loss_h8_std,val_hier_loss_h16_mean,val_hier_loss_h16_std,tau_fast_mean,tau_fast_std,tau_slow_mean,tau_slow_std,tau_fast_min_mean,tau_fast_min_std,tau_fast_max_mean,tau_fast_max_std,tau_medium_min_mean,tau_medium_min_std,tau_medium_max_mean,tau_medium_max_std,val_hier_loss_bridge_mean,val_hier_loss_bridge_std,val_hier_loss_recovery_mean,val_hier_loss_recovery_std,val_hier_overlap_mean,val_hier_overlap_std,rho_fast_mean,rho_fast_std,rho_medium_mean,rho_medium_std,action_head_shared_norm_mean,action_head_shared_norm_std,action_head_fast_norm_mean,action_head_fast_norm_std,action_head_medium_norm_mean,action_head_medium_norm_std,action_head_cosine_mean,action_head_cosine_std
dmc:ball_in_cup.catch.occ,hacssmv6,5,851076.0,0.0,0.8327256180445353,0.012248445373445249,0.6161998391151429,0.0045178675939921455,0.7839241623878479,0.01993745768018,1.0716913223266602,0.012846792376164725,0.9632748603820801,0.022956630818237678,0.7802914261817933,0.004702156542999858,0.7163692593574524,0.0031285215101316648,0.7488587021827697,0.0008088763726462349,1.8620501518249513,0.1152113013397343,0.7049139618873597,0.008214283471121558,2.2903213500976562,0.0,1.2641915082931519,0.0,16.771806716918945,0.0,0.14266554447015126,0.0013333438819466729,0.1181567365527153,0.0018766322035056265,0.16717434620857238,0.0013454067886106136,,,0.0784444090127945,0.001224830979759129,0.1578690630197525,0.0025288210693789385,0.11038591742515565,0.0007431933072720788,0.22396278178691864,0.002124438265263775,,,2.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
dmc:ball_in_cup.catch.occ,hacssmv6_static,5,851076.0,0.0,0.7913219443957011,0.00849894588846137,0.6023223757743835,0.0027905492036466653,0.7242907643318176,0.016227179120171797,1.0044779777526855,0.026943779319563158,0.8935149788856507,0.01593817958621443,0.7597821593284607,0.006755426873765913,0.7092791557312011,0.0035882679503847236,0.7253886222839355,0.0023267575641097243,1.8961069583892822,0.07972997758673366,0.7179460644721984,0.009828599138163755,2.2903213500976562,0.0,1.2641915082931519,0.0,16.771806716918945,0.0,0.14513170766830444,0.0014187581618868743,0.11285925344626109,0.0021061870514034646,0.1774041659037272,0.0010030880822059652,,,0.07531703555583953,0.0013016315369582864,0.15040147026379902,0.002912421493056018,0.11888893461227416,0.0006099047289269775,0.23591940144697826,0.0014318967778004362,,,2.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
dmc:ball_in_cup.catch.occ,hacssmv7_noaux,5,852614.0,0.0,0.8171285971005757,0.011003116256388862,0.6097388982772827,0.002106818040491042,0.759958016872406,0.024936805538455786,1.0519323348999023,0.01611983368090501,0.937244427204132,0.02112103352012243,0.772205913066864,0.008592353896069112,0.7139587759971618,0.004163036954963361,0.7402400255203248,0.0018044330789095317,1.9579903841018678,0.1369413087068058,0.7091898918151855,0.011776668844827318,2.2903213500976562,0.0,1.2641915082931519,0.0,16.771806716918945,0.0,0.1250252504547437,0.002410425185061739,0.0827583549618721,0.0012128080673024602,0.16729214445749918,0.0037031388971785154,,,0.05355415597558021,0.000601894673004097,0.11196255427598953,0.0018575688152222367,0.10468037686745325,0.0015056533845354916,0.22990391544500988,0.005909724919033569,,,2.0,0.0,8.0,0.0,,,,,,,,,0.15009100580215454,0.002685020520869386,0.09995949405431748,0.002151846038822766,0.0,0.0,0.6056706547737122,0.0048415729754934245,0.5480460882186889,0.003027001967758472,,,3.6697114944458007,0.06645277047767158,3.415667009353638,0.028823143840274176,0.7369461178779602,0.011247601813259752
dmc:ball_in_cup.catch.occ,hacssmv7_norecovery,5,852614.0,0.0,0.813624587059021,0.009877510951281743,0.6118220448493957,0.004068100875227481,0.7583029866218567,0.020918992236340785,1.0414467096328734,0.01334648479415988,0.9293771982192993,0.01670332767525033,0.7753255605697632,0.009794165741561726,0.71448255777359,0.0052838720803242605,0.7396657228469848,0.0019973385200535896,2.009694290161133,0.11153651948371718,0.705814778804779,0.01646643803631782,2.2903213500976562,0.0,1.2641915082931519,0.0,16.771806716918945,0.0,0.1489685708284378,0.002935754063065301,0.11438292487462362,0.0020316688239843807,0.1835542106628418,0.004044828718385154,,,0.07404189838965734,0.001079494146889273,0.15472394859790803,0.00302718440966787,0.11500871129830678,0.0016790991309682175,0.2520997151136398,0.0064155832413693836,,,2.0,0.0,8.0,0.0,,,,,,,,,0.1489685708284378,0.002935754063065301,0.0,0.0,0.0,0.0,0.6041104555130005,0.006622080786241497,0.5499446511268615,0.003791612323770366,,,3.7380674839019776,0.08984263033457605,3.398803472518921,0.05309007963708012,0.7260411977767944,0.016903275340671542
dmc:ball_in_cup.catch.occ,hacssmv7_sharedaction,5,852614.0,0.0,0.8067062218983968,0.00688669975366705,0.6128109097480774,0.0008372722706694253,0.7555330038070679,0.021384131669095176,1.0257512092590333,0.01556585728489687,0.9159428358078003,0.01249472607483061,0.7723501324653625,0.008333046101482926,0.7147293329238892,0.00395922862366818,0.737436306476593,0.0021689464277666734,1.8843286275863647,0.17569586745087265,0.709562611579895,0.01365287632734053,2.2903213500976562,0.0,1.2641915082931519,0.0,16.771806716918945,0.0,0.12394789677858353,0.001891322148999205,0.08158012159665426,0.0010497616144889276,0.16631567450364432,0.0028773018915496415,,,0.05260827821493149,0.0006097788320107086,0.11055196221669515,0.0015345639057743191,0.1042329172094663,0.001181574619417191,0.22839842903614044,0.004590367231560214,,,2.0,0.0,8.0,0.0,,,,,,,,,0.14825539346536,0.0020578118656912696,0.09964040029048919,0.0017529574939115146,0.0,0.0,0.6069201588630676,0.0076792938159838744,0.5491639375686646,0.00445394109911012,,,3.6948486328125,0.036130863103558675,3.6948486328125,0.036130863103558675,0.9999999165534973,4.76837158203125e-08
dmc:ball_in_cup.catch.occ,hacssmv8,5,851078.0,0.0,0.8146610150337219,0.010923306935421916,0.6122973680496215,0.0020229865101776528,0.7597918629646301,0.023670374070128956,1.0464005708694457,0.027515047825614508,0.9317137479782105,0.019078495795411272,0.7741442561149597,0.00710236384844362,0.7137619376182556,0.005123481816620373,0.7401230096817016,0.006502190707146817,1.9578742504119873,0.215771882561494,0.7054001212120056,0.01133647273444491,2.2903213500976562,0.0,1.2641915082931519,0.0,16.771806716918945,0.0,,,,,,,,,,,,,,,,,,,2.0,0.0,8.0,0.0,,,,,,,,,,,,,,,0.6089306712150574,0.006271060192184032,0.5480555891990662,0.003355476942991556,3.7662260055541994,0.09032800251058787,,,,,,
dmc:ball_in_cup.catch.occ,hacssmv8_dynamic,5,851078.0,0.0,0.8404758110046386,0.017922646552161893,0.6167471528053283,0.004157919814234993,0.7918418288230896,0.02734685896967997,1.0929990530014038,0.022926373344178564,0.977013909816742,0.03368000449949524,0.7818937778472901,0.004547982725203094,0.7178873896598816,0.003627366602746577,0.7532789468765259,0.0033715745600621043,1.8744024276733398,0.10698025385020161,0.7011639595031738,0.008834019203403995,2.2903213500976562,0.0,1.2641915082931519,0.0,16.771806716918945,0.0,,,,,,,,,,,,,,,,,,,2.0,0.0,8.0,0.0,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,3.7967820167541504,0.02299625652026888,,,,,,
dmc:ball_in_cup.catch.occ,hacssmv8_levelaction,5,852614.0,0.0,0.8171285971005757,0.011003116256388862,0.6097388982772827,0.002106818040491042,0.759958016872406,0.024936805538455786,1.0519323348999023,0.01611983368090501,0.937244427204132,0.02112103352012243,0.772205913066864,0.008592353896069112,0.7139587759971618,0.004163036954963361,0.7402400255203248,0.0018044330789095317,1.9579903841018678,0.1369413087068058,0.7091898918151855,0.011776668844827318,2.2903213500976562,0.0,1.2641915082931519,0.0,16.771806716918945,0.0,,,,,,,,,,,,,,,,,,,2.0,0.0,8.0,0.0,,,,,,,,,,,,,,,0.6056706547737122,0.0048415729754934245,0.5480460882186889,0.003027001967758472,,,3.6697114944458007,0.06645277047767158,3.415667009353638,0.028823143840274176,0.7369461178779602,0.011247601813259752
dmc:ball_in_cup.catch.occ,hacssmv8_noaction,5,851078.0,0.0,0.8863667494455973,0.016151283022080833,0.6126229882240295,0.00615541743437133,0.7806331992149353,0.04033516963521688,1.091965913772583,0.020228905474642393,1.0666991472244263,0.029202693395722568,0.7760414481163025,0.005632930189251943,0.7178189992904663,0.004905294680629766,0.7536754250526428,0.003461932258196539,1.891938614845276,0.04327769989089893,0.7202776551246644,0.014093378628738681,2.2903213500976562,0.0,1.2641915082931519,0.0,16.771806716918945,0.0,,,,,,,,,,,,,,,,,,,2.0,0.0,8.0,0.0,,,,,,,,,,,,,,,0.6016513586044312,0.0062976706260676404,0.5609929919242859,0.005021337933458407,0.0,0.0,,,,,,
dmc:ball_in_cup.catch.occ,hacssmv8_redundant,5,852614.0,0.0,0.8158362480799357,0.009521349361170578,0.6112519979476929,0.004369315101100406,0.7606861591339111,0.02015748138613516,1.0503951549530028,0.027292095628347352,0.9339908242225647,0.015022853447240966,0.776195478439331,0.007417094521190668,0.71396404504776,0.004796645004868773,0.7406869530677795,0.0023009339531883002,1.8997486352920532,0.13323789974866315,0.705756425857544,0.014723478080442342,2.2903213500976562,0.0,1.2641915082931519,0.0,16.771806716918945,0.0,,,,,,,,,,,,,,,,,,,2.0,0.0,8.0,0.0,,,,,,,,,,,,,,,0.6091895699501038,0.006896707916339763,0.5483236074447632,0.0037465326049396343,,,3.7613603591918947,0.03461073894248602,3.7613603591918947,0.03461073894248602,0.9999999880790711,2.384185791015625e-08
