metric,candidate,reference,env,n_pairs,candidate_mean_mse,reference_mean_mse,mean_paired_relative_reduction,median_paired_relative_reduction,paired_wins,paired_ties,environment_mean_wins
clean_mse_recovery,hacssmv7,hacssmv6_static,dmc:reacher.hard.occ,5,0.25924264192581176,0.26263860464096067,0.012930417636666764,0.013236094296714596,5,0,
clean_mse_recovery,hacssmv7,hacssmv6_static,dmc:ball_in_cup.catch.occ,5,0.7736517429351807,0.7597821593284607,-0.018270631250080674,-0.017813499936169423,0,0,
clean_mse_recovery,hacssmv7,hacssmv6_static,dmc:finger.spin.occ,5,0.37828861474990844,0.38990325331687925,0.029790289646532842,0.029826380220700877,5,0,
clean_mse_recovery,hacssmv7,hacssmv6_static,dmc:cheetah.run.occ,5,0.18237332999706268,0.18403471112251282,0.008951578322074652,-0.00605545585475594,2,0,
clean_mse_recovery,hacssmv7,hacssmv6_static,ogbench:cube-single.occ,5,0.7236898899078369,0.7426011085510253,0.025464939552182386,0.02551099480389524,5,0,
clean_mse_recovery,hacssmv7,hacssmv6_static,__overall__,25,,,0.011773318781475193,0.016635127543131265,17,0,4
clean_mse_late_post,hacssmv7,hacssmv6_static,dmc:reacher.hard.occ,5,0.2578652918338776,0.267008101940155,0.03424042179643987,0.034347217660573505,5,0,
clean_mse_late_post,hacssmv7,hacssmv6_static,dmc:ball_in_cup.catch.occ,5,0.7138774514198303,0.7092791557312011,-0.00648977265698294,-0.007033870584236849,0,0,
clean_mse_late_post,hacssmv7,hacssmv6_static,dmc:finger.spin.occ,5,0.3607757091522217,0.37641885280609133,0.04156119906275849,0.04089979906596338,5,0,
clean_mse_late_post,hacssmv7,hacssmv6_static,dmc:cheetah.run.occ,5,0.17210837602615356,0.17607301771640776,0.022498175690737407,0.02040970200960881,5,0,
clean_mse_late_post,hacssmv7,hacssmv6_static,ogbench:cube-single.occ,5,0.6777803063392639,0.7006049036979676,0.03257955000658354,0.032189866812944466,5,0,
clean_mse_late_post,hacssmv7,hacssmv6_static,__overall__,25,,,0.024877914779907275,0.032189866812944466,20,0,4
clean_mse_all,hacssmv7,hacssmv6_static,dmc:reacher.hard.occ,5,0.343371719121933,0.3521143555641174,0.024834317623535322,0.023195462578393656,5,0,
clean_mse_all,hacssmv7,hacssmv6_static,dmc:ball_in_cup.catch.occ,5,0.7397377371788025,0.7253886222839355,-0.01979960869954626,-0.018338449392138197,0,0,
clean_mse_all,hacssmv7,hacssmv6_static,dmc:finger.spin.occ,5,0.5076598525047302,0.521069860458374,0.025722434700429536,0.02601534801044204,5,0,
clean_mse_all,hacssmv7,hacssmv6_static,dmc:cheetah.run.occ,5,0.25158150792121886,0.2408520072698593,-0.04483762798649108,-0.04926514340947757,1,0,
clean_mse_all,hacssmv7,hacssmv6_static,ogbench:cube-single.occ,5,0.8195524454116822,0.8389296650886535,0.023074053225373085,0.024203077683965697,5,0,
