run_name,env,seed,episode,condition,rho_fast,rho_medium,mse_pre,mse_blackout_transition,mse_deep_blackout,mse_first_post,mse_recovery,mse_late_post,mse_all
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,22,learned,0.6077926158905029,0.5542831420898438,0.38433597343308584,0.5437502761681875,0.8646579484144846,0.7068182229995728,0.9252994060516357,0.5222542503705392,0.5607689233689472
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,23,learned,0.6077926158905029,0.5542831420898438,0.7530640533992222,1.1586928566296895,2.7088757356007895,3.3047077655792236,1.047929048538208,0.5885669107620533,1.0319341328637353
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,24,learned,0.6077926158905029,0.5542831420898438,0.6490917078086308,1.0350433190663655,1.076660732428233,0.5829614400863647,0.6155723929405212,0.6036646595368018,0.7082931347962084
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,25,learned,0.6077926158905029,0.5542831420898438,0.796271698815482,0.7470100124677023,0.8872275749842325,1.6775060892105103,0.5222577899694443,0.7209452596994547,0.7783077482519478
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,26,learned,0.6077926158905029,0.5542831420898438,0.6728840981210981,0.5059317946434021,1.00761545697848,0.6527673006057739,0.51746766269207,0.6775912069357358,0.6809385778575108
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,27,learned,0.6077926158905029,0.5542831420898438,0.5601802468299866,0.5266587932904562,0.8263624310493469,0.3172985017299652,0.4528338611125946,1.0050665140151978,0.7679019416200703
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,28,learned,0.6077926158905029,0.5542831420898438,0.7424408580575671,0.37370163202285767,0.5215608676274618,0.5583863258361816,0.35778480768203735,0.5178530376691085,0.5478937564225033
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,29,learned,0.6077926158905029,0.5542831420898438,0.3095204383134842,0.38008764386177063,0.3979455928007762,0.2625063955783844,0.8950207382440567,0.7644063268716519,0.5686404448131035
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,30,learned,0.6077926158905029,0.5542831420898438,0.6936135079179492,0.6016169488430023,0.35653044780095416,0.49558335542678833,0.9043258428573608,0.8532600838404435,0.7284949267732685
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,31,learned,0.6077926158905029,0.5542831420898438,0.677415030343192,0.7426930665969849,0.8895883957544962,1.4451035261154175,0.5730979442596436,0.894394943347344,0.8226614923312746
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,32,learned,0.6077926158905029,0.5542831420898438,0.4171833928142275,0.4379325608412425,0.8257769346237183,0.4577988386154175,0.39919623732566833,0.6078788477640885,0.5472423644929096
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,33,learned,0.6077926158905029,0.5542831420898438,0.33411265696798054,0.37630802392959595,0.3756839781999588,0.8568269610404968,0.24031291902065277,0.7886121571063995,0.5580750154010181
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,34,learned,0.6077926158905029,0.5542831420898438,1.186032154730388,0.48304852843284607,1.5252692302068074,1.681828260421753,0.9160759449005127,0.7849542911236103,0.9670884239262548
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,35,learned,0.6077926158905029,0.5542831420898438,0.5118950945990426,1.021213173866272,1.5435638030370076,2.364014148712158,0.5109838843345642,0.6256697200811826,0.7861132714255102
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,36,learned,0.6077926158905029,0.5542831420898438,0.36582669828619274,0.26905910670757294,0.6835396687189738,2.0095865726470947,1.4207713603973389,0.4458942860364914,0.5540116629723845
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,37,learned,0.6077926158905029,0.5542831420898438,0.5153296164103917,0.6579431891441345,0.5184952318668365,2.333193778991699,0.7851468324661255,0.5851831298608047,0.6430169210351747
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,38,learned,0.6077926158905029,0.5542831420898438,0.7105379530361721,0.5103235046068827,0.5189270675182343,2.022796154022217,0.6324745714664459,0.4483032822608948,0.5923174259991482
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,39,learned,0.6077926158905029,0.5542831420898438,0.6816867185490472,0.7028289437294006,1.2202401955922444,0.6038039922714233,0.5038550347089767,0.8437260274703686,0.7972747195383598
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,40,learned,0.6077926158905029,0.5542831420898438,0.559562229684421,0.9353352387746176,0.6768361826737722,0.5207329988479614,1.0294351279735565,0.549936770246579,0.6373183151771282
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,41,learned,0.6077926158905029,0.5542831420898438,0.37757125071116854,0.7774682442347208,0.836440920829773,0.5885251760482788,1.198581486940384,0.5422931668850092,0.6041457092967527
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,42,learned,0.6077926158905029,0.5542831420898438,0.6225676792008537,0.6010600725809733,1.11842147509257,0.5305272936820984,2.0309890508651733,0.7875200120302347,0.8395408258355898
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,43,learned,0.6077926158905029,0.5542831420898438,0.4551750549248287,0.4534273346265157,0.5292939941088358,0.45603233575820923,0.6928364634513855,0.6080348228032773,0.54760508033736
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,44,learned,0.6077926158905029,0.5542831420898438,0.9277724283082145,0.5441871881484985,1.1344323754310608,0.5469072461128235,0.45379047095775604,0.8168325332494882,0.8139164416954435
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,45,learned,0.6077926158905029,0.5542831420898438,0.7097134504999433,0.8024524549643198,1.115017294883728,3.3324105739593506,0.5914797335863113,0.43152445554733276,0.7188134953893465
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,46,learned,0.6077926158905029,0.5542831420898438,0.3180293547255652,0.655511756738027,0.7442539234956106,1.1906392574310303,1.1918666362762451,0.6101527236975156,0.6183400159252102
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,47,learned,0.6077926158905029,0.5542831420898438,0.40176875037806375,0.7493929763635,1.2457025051116943,0.5962092280387878,0.6621597856283188,0.6317894069048074,0.6528089236596535
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,48,learned,0.6077926158905029,0.5542831420898438,0.8628098538943699,0.941362460454305,1.8989027937253316,2.411414623260498,0.4466472566127777,0.8664232309047992,1.0044370992430325
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,49,learned,0.6077926158905029,0.5542831420898438,0.5609749917473111,1.6030969619750977,0.9927167594432831,0.557040810585022,1.285815954208374,0.8442189349577978,0.8902684475841194
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,50,learned,0.6077926158905029,0.5542831420898438,0.4526133047682898,0.6378309726715088,0.35994527737299603,0.7404174208641052,0.3992704004049301,0.6697276280476496,0.5657599748208605
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,51,learned,0.6077926158905029,0.5542831420898438,0.41014653870037626,1.0032018820444744,2.0394256909688315,1.713620901107788,0.7746833264827728,0.7548131025754489,0.8646367716378179
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,52,learned,0.6077926158905029,0.5542831420898438,0.5098271667957306,1.5183557470639546,1.6693994998931885,0.29885169863700867,0.9006754755973816,0.5775685000878114,0.7841603123936159
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,53,learned,0.6077926158905029,0.5542831420898438,0.28997877878802164,0.4902334213256836,0.40351460377375287,0.35930708050727844,1.1365515887737274,0.7346830734839807,0.5825650255227911
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,54,learned,0.6077926158905029,0.5542831420898438,0.7791710197925568,0.6294986406962076,1.1941986083984375,1.2150847911834717,0.7681821584701538,0.7222212736423199,0.7953660190105438
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,55,learned,0.6077926158905029,0.5542831420898438,0.8371161350182125,1.4841941793759663,0.8787539203961691,0.4849884510040283,0.48178301751613617,0.6784953154050387,0.8006086493360585
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,56,learned,0.6077926158905029,0.5542831420898438,0.3662807600838797,1.181962251663208,1.5665005644162495,0.9643380641937256,1.5097227096557617,0.7974410721888909,0.8675817651995297
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,57,learned,0.6077926158905029,0.5542831420898438,0.6903248301574162,0.5737274885177612,0.9677403370539347,2.9428398609161377,0.5716761648654938,1.0131339728832245,0.921159004342967
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,58,learned,0.6077926158905029,0.5542831420898438,0.5989760203020913,0.4647998809814453,0.9292020201683044,0.5389413833618164,0.9477545619010925,0.8615256249904633,0.7589352233656521
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,59,learned,0.6077926158905029,0.5542831420898438,0.9788608551025391,1.3468004862467449,0.7189103166262308,0.5850393176078796,0.38957421481609344,1.0210737884044647,0.9547346686494762
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,60,learned,0.6077926158905029,0.5542831420898438,0.49458420276641846,0.5948506196339926,0.9399219751358032,1.167832612991333,1.1932977735996246,0.7483802277308244,0.7361992525643316
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,61,learned,0.6077926158905029,0.5542831420898438,0.5073951376335961,0.4487844705581665,0.7650499741236368,0.7952468991279602,1.3260692059993744,0.9548442524213058,0.794952754830492
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,62,learned,0.6077926158905029,0.5542831420898438,0.3058678145919527,0.4359770019849141,0.5539513329664866,0.41013121604919434,0.5734515190124512,0.955117411338366,0.6580834589127836
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,63,learned,0.6077926158905029,0.5542831420898438,0.38046814288411823,0.6503056387106577,0.6741846998532613,0.32478657364845276,0.27809736132621765,0.5580938859627798,0.509412063093021
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,64,learned,0.6077926158905029,0.5542831420898438,0.4076239892414638,0.5449659526348114,0.6170772910118103,0.5668928623199463,0.3143237382173538,0.8938958713641534,0.6605408386937504
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,65,learned,0.6077926158905029,0.5542831420898438,0.3191892227956227,0.518967479467392,0.755138119061788,0.41498100757598877,0.517333984375,0.4775305711306058,0.47290302607519874
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,66,learned,0.6077926158905029,0.5542831420898438,0.5766168832778931,0.5398335258165995,0.4543074270089467,0.2106831669807434,0.6197821795940399,0.7777174092256106,0.6406660306042639
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,67,learned,0.6077926158905029,0.5542831420898438,0.6749110562460763,1.0789533058802288,1.346632679303487,0.5359760522842407,0.4887962341308594,0.8108565463469579,0.8295116887010378
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,68,learned,0.6077926158905029,0.5542831420898438,0.3079424777201244,0.4240059057871501,0.6199815471967062,0.3640925884246826,0.9679371118545532,0.45247409091545987,0.4644720585181795
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,69,learned,0.6077926158905029,0.5542831420898438,0.782694718667439,0.5686507125695547,0.7153217097123464,3.3182430267333984,0.3982432186603546,0.5660232511850504,0.7173728285164669
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,70,learned,0.6077926158905029,0.5542831420898438,0.5429100947720664,0.6158090631167094,0.48994197448094684,0.447546124458313,0.5750473439693451,0.6248085762445743,0.5806129682680656
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,71,learned,0.6077926158905029,0.5542831420898438,0.4312666654586792,0.5650225182374319,0.7931957642237345,0.2484278678894043,0.5730319023132324,0.6818133202882913,0.5983305635123417
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,72,learned,0.6077926158905029,0.5542831420898438,0.5203344609056201,2.3109833002090454,0.6994317571322123,0.731876790523529,1.1745721697807312,0.7442119282025558,0.8768745722441837
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,73,learned,0.6077926158905029,0.5542831420898438,0.8128049543925694,0.9437251488367716,1.2801074981689453,1.5551615953445435,0.8657399415969849,0.7402334087170087,0.871407186676716
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,74,learned,0.6077926158905029,0.5542831420898438,0.7067365433488574,0.38974733650684357,1.0167990525563557,0.4146866202354431,0.4356392100453377,0.6699827450972337,0.6607770930076468
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,75,learned,0.6077926158905029,0.5542831420898438,0.6462966799736023,0.49062881867090863,0.8410023053487142,0.3034520447254181,0.828284963965416,0.9500420609345803,0.7872254791958578
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,76,learned,0.6077926158905029,0.5542831420898438,0.3967272766998836,0.7138697703679403,0.7056928475697836,0.8675186634063721,2.2338747382164,0.5291721110160534,0.6638029094400077
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,77,learned,0.6077926158905029,0.5542831420898438,0.43834239670208525,0.8170581459999084,0.6890110671520233,0.5875033736228943,0.40255361795425415,0.739033967256546,0.6409191931116169
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,78,learned,0.6077926158905029,0.5542831420898438,0.45617009912218365,0.5288185377915701,0.6354187726974487,0.7081742286682129,1.6447280645370483,0.42378491507126737,0.5583702372065906
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,79,learned,0.6077926158905029,0.5542831420898438,0.47110752548490253,1.0029670596122742,1.5196293791135151,0.7918940186500549,1.1897744983434677,0.8846558240743784,0.8806038180301929
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,80,learned,0.6077926158905029,0.5542831420898438,0.5296852673803057,0.6524538596471151,1.0473193029562633,0.7587568163871765,0.29164615273475647,0.7880559494862189,0.7032376836086142
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,81,learned,0.6077926158905029,0.5542831420898438,0.6066064749445234,1.010701318581899,0.3788277357816696,0.39380064606666565,0.3095846325159073,0.8095471262931824,0.6879970703659386
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,82,learned,0.6077926158905029,0.5542831420898438,1.028407565185002,1.1191845337549846,0.9231637517611185,1.1683498620986938,0.32337453216314316,0.8110831746688256,0.8856923451711392
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,83,learned,0.6077926158905029,0.5542831420898438,0.8392695188522339,0.6735891103744507,0.8051149447758993,0.46384528279304504,0.3833673894405365,1.3248941164750319,0.9919035301126283
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,84,learned,0.6077926158905029,0.5542831420898438,0.48127793839999605,0.8839109738667806,0.535988966623942,0.5558803081512451,0.7147043645381927,0.4900340907848798,0.5511854347483865
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,85,learned,0.6077926158905029,0.5542831420898438,0.36051530284540995,0.6072571873664856,1.9395136435826619,0.5342515110969543,0.5673247873783112,0.6783100102956479,0.7120983045676659
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,86,learned,0.6077926158905029,0.5542831420898438,0.6256168740136283,1.2368885278701782,2.319044828414917,0.8774425387382507,0.9364242255687714,0.7265847795284711,0.939414183127469
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,87,learned,0.6077926158905029,0.5542831420898438,0.443071580358914,0.414396991332372,0.8558185994625092,1.7861194610595703,0.5158135890960693,0.552053193633373,0.5829857238407793
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,88,learned,0.6077926158905029,0.5542831420898438,0.8038125804492405,1.1320333381493886,1.8270426789919536,0.9381202459335327,0.7464103102684021,0.7810210218796363,0.9340734574301489
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,89,learned,0.6077926158905029,0.5542831420898438,0.37876826737608227,0.7128670314947764,1.0930668314297993,1.1520274877548218,0.9198824465274811,0.4488669920426149,0.5826290599231062
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,90,learned,0.6077926158905029,0.5542831420898438,0.9841429846627372,1.0714030663172405,0.8186441163221995,1.2879400253295898,1.3155377507209778,0.5422206899294486,0.8112767909107537
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,91,learned,0.6077926158905029,0.5542831420898438,0.8231475821563176,0.7130426367123922,0.8843815922737122,1.3046542406082153,0.769409790635109,0.8418920727876517,0.8393922941438083
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,92,learned,0.6077926158905029,0.5542831420898438,0.2881434623684202,0.47265860438346863,1.0920287370681763,0.788032591342926,0.8248130679130554,0.6587315041285294,0.6107667083370274
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,93,learned,0.6077926158905029,0.5542831420898438,0.3792025404317038,0.5733440319697062,0.6948008338610331,1.8268709182739258,0.8615164160728455,0.3983090817928314,0.5236818687669162
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,94,learned,0.6077926158905029,0.5542831420898438,0.5623993980033057,1.520519455273946,2.011219580968221,1.3540308475494385,0.8502905070781708,0.7120937521641071,0.9256497770547867
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,95,learned,0.6077926158905029,0.5542831420898438,0.39888972895486013,0.7480813066164652,1.1539710561434429,0.8409256935119629,0.5646216869354248,0.45279748050066143,0.5639628105122467
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,96,learned,0.6077926158905029,0.5542831420898438,0.7673150471278599,0.7830899556477865,1.5499319235483806,0.6116056442260742,1.6351517140865326,0.6366513990438901,0.8458154561190769
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,97,learned,0.6077926158905029,0.5542831420898438,1.1562626191547938,0.8188729087511698,1.4965133666992188,0.3744262158870697,0.843671441078186,0.7703938942689162,0.9350650649646233
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,98,learned,0.6077926158905029,0.5542831420898438,0.4179691331727164,0.830386757850647,0.6241765717665354,0.496379554271698,0.8523887693881989,0.3922940366543256,0.5031190858832721
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,0,99,learned,0.6077926158905029,0.5542831420898438,0.5338076438222613,0.6860359807809194,0.7018847862879435,1.6096289157867432,0.5532877743244171,0.629774197936058,0.6484029257091982
