task,seed,design,heldout_prior_state_nmse,clean_prior_state_nmse,val_predictive_loss,deep_prior_state_nmse,encoder_mean_channel_variance,encoder_covariance_effective_rank,predictive_loss_convergence_relative_change,initial_encoder_integrator_probe_nmse
stacker.stack_4,18003,vicreg_hacssmv8_static,0.9217357173892418,0.8283042949063157,0.0717420553167661,0.9142045214780725,0.2949589026536499,66.3238412647132,0.011124091855007342,0.7991346142377938
stacker.stack_4,18003,vicreg_hacssmv8_dynamic,0.9144496959497131,0.8272789458468828,0.06403564537564914,0.9077090334035416,0.2836738881325941,65.54766965722689,-0.07191888747035134,0.797580997298891
stacker.stack_4,18003,vicreg_hacssmv8_noaction,0.9416276462321782,0.8541522525220251,0.06633579035600026,0.934365785478434,0.2869708149414234,66.00158009341318,-0.025017796834291308,0.7987696409771554
stacker.stack_4,18003,vicreg_hacssmv8_single,0.9034342594240083,0.8440025550593074,0.06920391370852788,0.8953123359835068,0.2853872687903353,66.22678511656379,-0.003140294114975624,0.8013259740158631
stacker.stack_4,18004,vicreg_none,0.9840297138338104,0.8615378015781416,0.06982708175977072,0.9795046244526519,0.2751003300565012,67.06221401004117,-0.02317630936565407,0.8064171994247921
stacker.stack_4,18004,vicreg_gru,0.924207407366638,0.8552407535260597,0.06480854501326878,0.9187628833638082,0.2789436842048001,65.47629384692573,0.013505858854827997,0.8050459504609047
stacker.stack_4,18004,vicreg_ssm,0.9008314118624392,0.8555426439210151,0.07312549750010172,0.8946866989747699,0.2947409509438699,66.97271457592703,-0.014025895054721887,0.8145196245101178
stacker.stack_4,18004,vicreg_hacssmv8,0.9645005589206638,0.8223471655206496,0.06420451352993647,0.9545773460034029,0.2920521495757438,66.09566341292356,-0.01402246166035505,0.8041632029022616
stacker.stack_4,18004,vicreg_hacssmv8_static,0.976360283142029,0.8251443359341641,0.0674657329916954,0.9659058872094849,0.29048399906336586,66.43508968547202,-0.019653836740956696,0.8007823685095281
stacker.stack_4,18004,vicreg_hacssmv8_dynamic,0.9549083134689704,0.8277733642553176,0.0608831562101841,0.9468473333957791,0.28621806757810314,65.54860379261781,-0.01340041250997696,0.8032573505921999
stacker.stack_4,18004,vicreg_hacssmv8_noaction,1.0038139503409942,0.8563924036013386,0.06371364444494247,0.9943278620777711,0.29179720602276915,66.03525092852779,-0.01092140082473878,0.8026381300426682
stacker.stack_4,18004,vicreg_hacssmv8_single,0.9258929073445887,0.8437845628798394,0.06677103439966837,0.9157457930764684,0.289477921588906,66.27602682346115,-0.021710472607545328,0.8023245392457168
