env,design,n_seeds,trainable_parameters_mean,trainable_parameters_std,val_pred_loss_mean,val_pred_loss_std,clean_mse_pre_mean,clean_mse_pre_std,clean_mse_blackout_transition_mean,clean_mse_blackout_transition_std,clean_mse_deep_blackout_mean,clean_mse_deep_blackout_std,clean_mse_first_post_mean,clean_mse_first_post_std,clean_mse_recovery_mean,clean_mse_recovery_std,clean_mse_late_post_mean,clean_mse_late_post_std,clean_mse_all_mean,clean_mse_all_std,clean_mse_first_post_ablated_mean,clean_mse_first_post_ablated_std,clean_input_mse_first_post_mean,clean_input_mse_first_post_std,last_visible_mse_first_post_mean,last_visible_mse_first_post_std,constant_mse_first_post_mean,constant_mse_first_post_std,persistence_mse_first_post_mean,persistence_mse_first_post_std,val_hier_loss_mean,val_hier_loss_std,val_hier_loss_fast_mean,val_hier_loss_fast_std,val_hier_loss_medium_mean,val_hier_loss_medium_std,val_hier_loss_slow_mean,val_hier_loss_slow_std,val_hier_loss_h1_mean,val_hier_loss_h1_std,val_hier_loss_h2_mean,val_hier_loss_h2_std,val_hier_loss_h4_mean,val_hier_loss_h4_std,val_hier_loss_h8_mean,val_hier_loss_h8_std,val_hier_loss_h16_mean,val_hier_loss_h16_std,tau_fast_mean,tau_fast_std,tau_slow_mean,tau_slow_std,tau_fast_min_mean,tau_fast_min_std,tau_fast_max_mean,tau_fast_max_std,tau_medium_min_mean,tau_medium_min_std,tau_medium_max_mean,tau_medium_max_std
dmc:ball_in_cup.catch.occ,hacsmv4,3,851078.0,0.0,0.8722900655534532,0.006347709723409136,0.6229991515477499,0.0038111952513070254,0.7890203595161438,0.027149936959886094,1.1556978623072307,0.021857819524552367,1.02847421169281,0.013625502421403233,0.8050288756688436,0.004655541820650968,0.7285314798355103,0.0006944583247814386,0.7691238323847452,0.00597545592483472,1.657561977704366,0.07146311662549719,0.730085571606954,0.011063646694181964,2.2903213500976562,0.0,1.2641915082931519,0.0,16.771806716918945,0.0,1.2947119251887003,0.001941371356334943,1.094251275062561,0.00037445544332832885,1.2697407807244194,0.0012831919630127806,1.5201436683866714,0.004657848321651051,1.0558791658613416,0.00048144296116776826,1.1326233953899807,0.0002692880669502367,1.217360724873013,0.0008399931648474905,1.3221208254496257,0.002234475926876153,1.5201436683866714,0.004657848321651051,2.0,0.0,32.0,0.0,,,,,,,,
dmc:ball_in_cup.catch.occ,hacsmv4_noaux,3,851078.0,0.0,0.8817714256710476,0.004502012361978927,0.6247893770535787,0.0028422527275657325,0.785620371500651,0.014039403532974873,1.1432093381881714,0.012137664415242328,1.0494932730992634,0.01073751178341527,0.7967420617739359,0.01669847520240838,0.7235873738924662,0.002065568769045409,0.7658492724100748,0.0040092860609586565,1.816080133120219,0.05533553985175815,0.7184421221415201,0.01259195830330385,2.2903213500976562,0.0,1.2641915082931519,0.0,16.771806716918945,0.0,1.6703936269548205,0.008739987829428291,1.2130378739039103,0.007162888622451267,1.5663855181799995,0.006875054446509321,2.2317573240068223,0.012683578604847702,1.167926131884257,0.008145044609727198,1.2581496047973633,0.006200937995817197,1.4512741284900241,0.004660771799272335,1.6814968797895644,0.009495341302459872,2.2317573240068223,0.012683578604847702,2.0,0.0,32.0,0.0,,,,,,,,
dmc:ball_in_cup.catch.occ,hacsmv4_two_noaux,3,851076.0,0.0,0.8396897575590345,0.0208677672583926,0.616392453511556,0.0027976624113002957,0.7847757339477539,0.024192191981501805,1.1045048236846924,0.03644297659998346,0.9760542710622152,0.04070309409259466,0.7837663094202677,0.00274037460614982,0.716780404249827,0.003377564695152083,0.7532524466514587,0.0029161608783596638,1.8883798917134602,0.16638219203263663,0.6929346323013306,0.00409633552650348,2.2903213500976562,0.0,1.2641915082931519,0.0,16.771806716918945,0.0,1.3963467433717516,0.004441644311010297,1.2065901888741388,0.00200198573959377,1.586103252304925,0.010741431536016963,,,1.1561000484890407,0.0021699414044142676,1.2570803292592365,0.0018347050350876202,1.4836652342478434,0.007521945988060503,1.6885412481096056,0.013975160587881662,,,2.0,0.0,8.0,0.0,,,,,,,,
dmc:ball_in_cup.catch.occ,hacssmv5,3,851332.0,0.0,0.8836183585060967,0.01342914767230111,0.6204501390457153,0.005774976146274161,0.8424339691797892,0.027572296444741354,1.1925315856933594,0.022567536335184338,1.0532998243967693,0.022363469829946962,0.8012160658836365,0.006790741160329587,0.7247435053189596,0.002147360754331244,0.7767394383748373,0.0036916262516778634,1.894360343615214,0.09155221981764182,0.7090911070505778,0.006847651847166181,2.2903213500976562,0.0,1.2641915082931519,0.0,16.771806716918945,0.0,1.364255675209893,0.002868979684602581,1.2383015176985,0.0029818348947522086,1.4902098724577162,0.0029152558682940476,,,1.2358608383602565,0.0026945122792360033,1.2407421742545233,0.0032697201945414206,1.4107758246527777,0.0035467066869712106,1.5696439372168647,0.0029623290452248036,,,3.646313508351644,0.025486255502230867,22.910793940226238,0.3267594260862229,1.3415945768356323,0.006121140125341921,8.762971878051758,0.10359157828198047,6.399623870849609,0.04312693783439094,69.86252848307292,0.8320787701794427
dmc:ball_in_cup.catch.occ,hacssmv5_fixedbeta_noaux,3,851332.0,0.0,0.8847275463740031,0.005830440026658374,0.6229632496833801,0.0007337702479812098,0.8211433291435242,0.03525712579187537,1.1778237024943035,0.015867499713762695,1.0537829796473186,0.0104359828966904,0.7987246116002401,0.003925682219293552,0.7268066008885702,0.0018929544908141984,0.7743917306264242,0.003284642370971764,1.9645088911056519,0.11758082368470409,0.7181399663289388,0.008600138236362577,2.2903213500976562,0.0,1.2641915082931519,0.0,16.771806716918945,0.0,1.5074787537256877,0.007682447059485121,1.2746343241797553,0.0018204806917151406,1.7403231774436103,0.0171352582440983,,,1.2672367249594794,0.001603770610960046,1.282031946182251,0.0022312589461739828,1.6366974915398491,0.01272228414473627,1.8439488919576008,0.02154900809692609,,,3.4413464069366455,0.0,22.44293975830078,0.0,1.5000001192092896,0.0,7.999999046325684,0.0,7.999999046325684,0.0,63.999908447265625,0.0
dmc:ball_in_cup.catch.occ,hacssmv5_noaction,3,851332.0,0.0,0.9587458941671584,0.011262594423699906,0.6159308552742004,0.0020751340839854074,0.858754575252533,0.049007611015608174,1.2555194695790608,0.03698191642619992,1.198631723721822,0.020440338727732446,0.7931327819824219,0.014055850593437579,0.725951353708903,0.0015015881443554118,0.7888484199841818,0.010539778576671521,1.6437414089838664,0.05577516997557735,0.7155653238296509,0.014825744410984063,2.2903213500976562,0.0,1.2641915082931519,0.0,16.771806716918945,0.0,1.409312989446852,0.0006441247383321802,1.1961117850409615,0.0015608917907306012,1.622514204978943,0.0022108461671485613,,,1.1984086386362711,0.0020823085849369974,1.1938149372736613,0.0012632872634715214,1.482024015850491,0.0027586825392171346,1.7630043771531847,0.004751756041610771,,,3.8018132050832114,0.034685291595678645,23.549432118733723,0.3148393716024872,1.3917777140935261,0.012992668584289093,9.170341491699219,0.08661460723507895,6.338870207468669,0.05979786233236602,73.3097915649414,1.171917006729833
dmc:ball_in_cup.catch.occ,hacssmv5_noaux,3,851332.0,0.0,0.8881740005811055,0.009660249248516807,0.6235927939414978,0.0025309819594088526,0.8274550239245096,0.042370968306027906,1.1798495848973591,0.007082571719785476,1.061367670694987,0.017852124971552658,0.7979514400164286,0.006262392055067948,0.724778970082601,0.0015228594085726773,0.7747055490811666,0.005997742242906374,1.8716609875361125,0.11335507200748757,0.7162329355875651,0.009835212428922976,2.2903213500976562,0.0,1.2641915082931519,0.0,16.771806716918945,0.0,1.5020921431647407,0.006710976529888429,1.2769778225156996,0.0028612107645366834,1.7272064924240111,0.01392183882606069,,,1.2697776969273884,0.0020875219311201187,1.2841779592302112,0.0036370624195432083,1.621019139819675,0.01089424330239067,1.8333938450283473,0.017169244799412144,,,3.576528549194336,0.021999557188543836,22.859988530476887,0.09141457427795091,1.2336188554763794,0.01139514481695232,8.358140627543131,0.08676746334633777,6.481183052062988,0.006939021881205441,66.81656646728516,0.10882520024792587
dmc:ball_in_cup.catch.occ,hacssmv5_single,3,851332.0,0.0,0.9429627328448825,0.008640474488388408,0.6202441255251566,0.0029201532847007473,0.8960502743721008,0.015386443378347246,1.3088316917419434,0.033112333559859555,1.1614996592203777,0.014634306819351163,0.8267491261164347,0.013792686540439645,0.7311605215072632,0.001548310020576551,0.8026358286539713,0.007125972253386483,1.9857436021169026,0.266993764208747,0.7226208051045736,0.01216710495662448,2.2903213500976562,0.0,1.2641915082931519,0.0,16.771806716918945,0.0,1.3315417242050172,0.001467079473041684,1.2231862115859986,0.000488567747239046,1.4398972140418158,0.003347141736219362,,,1.2250414021809897,0.00047244171226602734,1.221331049071418,0.0005320794294113479,1.3245486598544651,0.002255277249754052,1.5552457798851862,0.0044733536793839165,,,3.3889571030934653,0.005602422693307796,22.533404032389324,0.10694562595729513,1.5388745466868083,0.000852744688191784,7.885494709014893,0.011035086636577329,6.44333283106486,0.0070333784106331705,68.62864176432292,0.2811282593346093
dmc:ball_in_cup.catch.occ,hacssmv5_ssmcontrol,3,851332.0,0.0,0.922246183289422,0.011742583369720418,0.612297793229421,0.004874927744009232,0.8348965247472128,0.05364202053562121,1.1687143246332805,0.015713253365407468,1.1332966486612956,0.020139317354328164,0.7846140662829081,0.004152506006956854,0.7206839323043823,0.0026358422828903385,0.7713218728701273,0.005212847702866256,1.7416686216990154,0.07520308224480571,0.7161083022753397,0.027835638366271537,2.2903213500976562,0.0,1.2641915082931519,0.0,16.771806716918945,0.0,1.5303150897555882,0.0046318106132144325,1.2234721040725707,0.0022402254185421833,1.8371580017937554,0.007095339983351719,,,1.2265405522452462,0.002672206727886955,1.2204037067625257,0.0018420754909564368,1.5843325275844997,0.005661525723610121,2.0899834701750013,0.00854904977358501,,,3.8383158842722573,0.02254533786217697,23.96280860900879,0.14463406341908674,1.3617099523544312,0.008509636113999816,8.849800745646158,0.10971949132734789,6.672680060068767,0.03481240742329428,70.91986083984375,2.3931249029109485
dmc:ball_in_cup.catch.occ,hacssmv5_static,3,851332.0,0.0,0.8795126517613729,0.00955250480747994,0.6147301197052002,0.006025532513272999,0.8455791076024374,0.02620332304719666,1.2125534613927205,0.03890082883540006,1.0483792622884114,0.017356862655140918,0.7974336345990499,0.002700680355444789,0.7229615449905396,0.0014330457228560244,0.7765260736147562,0.00560557364981517,2.119006077448527,0.09973445386106464,0.708933691183726,0.01338612552449972,2.2903213500976562,0.0,1.2641915082931519,0.0,16.771806716918945,0.0,1.3727570883433025,0.001468173963845741,1.2504322899712457,0.0017832281954157057,1.495081943405999,0.00145360006153253,,,1.2479090123706393,0.0016513388955710208,1.252955527835422,0.0019274999641717265,1.3801650577121312,0.001771068065766672,1.6099988402260674,0.0016381204760333144,,,3.6695202191670737,0.02697714155363132,23.126346588134766,0.37648075154377314,1.4122191270192463,0.004317317320330322,8.60045083363851,0.05848826038126962,6.546026865641276,0.019697427341609553,68.90456136067708,0.2216095890860542
