env,design,n_seeds,trainable_parameters_mean,trainable_parameters_std,val_pred_loss_mean,val_pred_loss_std,clean_mse_pre_mean,clean_mse_pre_std,clean_mse_blackout_transition_mean,clean_mse_blackout_transition_std,clean_mse_deep_blackout_mean,clean_mse_deep_blackout_std,clean_mse_first_post_mean,clean_mse_first_post_std,clean_mse_recovery_mean,clean_mse_recovery_std,clean_mse_late_post_mean,clean_mse_late_post_std,clean_mse_all_mean,clean_mse_all_std,clean_mse_first_post_ablated_mean,clean_mse_first_post_ablated_std,clean_input_mse_first_post_mean,clean_input_mse_first_post_std,last_visible_mse_first_post_mean,last_visible_mse_first_post_std,constant_mse_first_post_mean,constant_mse_first_post_std,persistence_mse_first_post_mean,persistence_mse_first_post_std,val_hier_loss_mean,val_hier_loss_std,val_hier_loss_fast_mean,val_hier_loss_fast_std,val_hier_loss_medium_mean,val_hier_loss_medium_std,val_hier_loss_slow_mean,val_hier_loss_slow_std,val_hier_loss_h1_mean,val_hier_loss_h1_std,val_hier_loss_h2_mean,val_hier_loss_h2_std,val_hier_loss_h4_mean,val_hier_loss_h4_std,val_hier_loss_h8_mean,val_hier_loss_h8_std,val_hier_loss_h16_mean,val_hier_loss_h16_std,tau_fast_mean,tau_fast_std,tau_slow_mean,tau_slow_std,tau_fast_min_mean,tau_fast_min_std,tau_fast_max_mean,tau_fast_max_std,tau_medium_min_mean,tau_medium_min_std,tau_medium_max_mean,tau_medium_max_std,val_hier_loss_bridge_mean,val_hier_loss_bridge_std,val_hier_loss_recovery_mean,val_hier_loss_recovery_std,val_hier_overlap_mean,val_hier_overlap_std,rho_fast_mean,rho_fast_std,rho_medium_mean,rho_medium_std,action_head_fast_norm_mean,action_head_fast_norm_std,action_head_medium_norm_mean,action_head_medium_norm_std,action_head_cosine_mean,action_head_cosine_std
dmc:ball_in_cup.catch.occ,hacsmv4_two_noaux,5,851076.0,0.0,0.8403494092623393,0.016608360426444823,0.6166149497032165,0.0039231877737241,0.7901272892951965,0.02135255082956661,1.1013808012008668,0.028818457058550698,0.9775278806686402,0.032292836188755336,0.7809509038925171,0.004081726304003005,0.7167074084281921,0.003670643187223623,0.7533604979515076,0.0023686363990076814,1.8788463592529296,0.15740680161050732,0.7005513668060303,0.00996161221165164,2.2903213500976562,0.0,1.2641915082931519,0.0,16.771806716918945,0.0,1.3962879994710287,0.005804366024699314,1.2066173906326294,0.0027896294546649993,1.5859585707982382,0.01089388743255912,,,1.1560725863774617,0.003259573306732968,1.257162171045939,0.0023308223788964287,1.4836583477656047,0.007199002678143357,1.6882587976455687,0.01462737385573971,,,2.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
dmc:ball_in_cup.catch.occ,hacssmv6,5,851076.0,0.0,0.8327256180445353,0.012248445373445249,0.6161998391151429,0.0045178675939921455,0.7839241623878479,0.01993745768018,1.0716913223266602,0.012846792376164725,0.9632748603820801,0.022956630818237678,0.7802914261817933,0.004702156542999858,0.7163692593574524,0.0031285215101316648,0.7488587021827697,0.0008088763726462349,1.8620501518249513,0.1152113013397343,0.7049139618873597,0.008214283471121558,2.2903213500976562,0.0,1.2641915082931519,0.0,16.771806716918945,0.0,0.14266554447015126,0.0013333438819466729,0.1181567365527153,0.0018766322035056265,0.16717434620857238,0.0013454067886106136,,,0.0784444090127945,0.001224830979759129,0.1578690630197525,0.0025288210693789385,0.11038591742515565,0.0007431933072720788,0.22396278178691864,0.002124438265263775,,,2.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
dmc:ball_in_cup.catch.occ,hacssmv6_static,5,851076.0,0.0,0.7913219443957011,0.00849894588846137,0.6023223757743835,0.0027905492036466653,0.7242907643318176,0.016227179120171797,1.0044779777526855,0.026943779319563158,0.8935149788856507,0.01593817958621443,0.7597821593284607,0.006755426873765913,0.7092791557312011,0.0035882679503847236,0.7253886222839355,0.0023267575641097243,1.8961069583892822,0.07972997758673366,0.7179460644721984,0.009828599138163755,2.2903213500976562,0.0,1.2641915082931519,0.0,16.771806716918945,0.0,0.14513170766830444,0.0014187581618868743,0.11285925344626109,0.0021061870514034646,0.1774041659037272,0.0010030880822059652,,,0.07531703555583953,0.0013016315369582864,0.15040147026379902,0.002912421493056018,0.11888893461227416,0.0006099047289269775,0.23591940144697826,0.0014318967778004362,,,2.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
dmc:ball_in_cup.catch.occ,hacssmv7,5,852614.0,0.0,0.8160305962562561,0.009052306241199366,0.6120214939117432,0.005054697771556675,0.7567189931869507,0.021429655764512844,1.0453264474868775,0.01525921999676722,0.9343978047370911,0.016688209631058083,0.7736517429351807,0.00742501163478633,0.7138774514198303,0.0037686923154226686,0.7397377371788025,0.0028065836595450133,1.9624295949935913,0.11565313133196946,0.7085477828979492,0.016593855662214843,2.2903213500976562,0.0,1.2641915082931519,0.0,16.771806716918945,0.0,0.12473929307858149,0.002089549178877807,0.08181000367800395,0.0010200156920308848,0.16766858585675556,0.003302089072263074,,,0.0528770013153553,0.0005800104271390767,0.1107430044611295,0.0015073905546316283,0.10452405454715093,0.001332845010447876,0.23081311651070913,0.005276962448459178,,,2.0,0.0,8.0,0.0,,,,,,,,,0.149133380373319,0.0024025698783463447,0.10034520600239435,0.001806286638108828,0.0,0.0,0.6042729377746582,0.00803836815609879,0.5510894775390625,0.004859636349572362,3.687908935546875,0.055446177777124746,3.425102186203003,0.047996605515377204,0.6948013663291931,0.020437668524969047
dmc:ball_in_cup.catch.occ,hacssmv7_actiononly,5,852614.0,0.0,0.8213339597384135,0.008994283228121083,0.6133374571800232,0.001808749272528999,0.7564315915107727,0.024790181243783745,1.0598233461380004,0.03003217476904382,0.9442235827445984,0.017888170448505176,0.7716915607452393,0.007905205581261702,0.7140961408615112,0.003369673868483391,0.7418270468711853,0.002402982909543689,1.9634917020797729,0.1718847401059603,0.7095887660980225,0.012830936604706042,2.2903213500976562,0.0,1.2641915082931519,0.0,16.771806716918945,0.0,0.1468160947561264,0.000995041094013524,0.10405520886182786,0.001333653933389463,0.18957698106765747,0.0009185905929473657,,,0.06963534275690715,0.0008478944765651961,0.13847507496674855,0.0018200868948108166,0.1162238949139913,0.00038419362731362933,0.2629300665855408,0.0014773503902235834,,,2.0,0.0,8.0,0.0,,,,,,,,,0.14681609348456065,0.0009950388532591616,0.0,0.0,0.0,0.0,0.6087511777877808,0.005666890544222803,0.5513572931289673,0.0031873411993809434,3.6125806331634522,0.056364013031108474,3.387053108215332,0.0288481318197481,0.6994344115257263,0.01776316210309088
dmc:ball_in_cup.catch.occ,hacssmv7_noaction,5,852614.0,0.0,0.8965792307853698,0.015522349172698922,0.6121171116828918,0.003691393424316927,0.7809260845184326,0.033756262756153455,1.0843648195266724,0.009571074916101048,1.0861770868301392,0.03142417497200223,0.7773485898971557,0.007827163414416319,0.7180674552917481,0.006438856857394848,0.7536704778671265,0.004561993530596552,1.8629526138305663,0.08531203986816788,0.7157155394554138,0.014127575531436978,2.2903213500976562,0.0,1.2641915082931519,0.0,16.771806716918945,0.0,0.11271041941642762,0.0018179956660046353,0.07746093149979909,0.0006937930626582587,0.147959907968839,0.003019187118173808,,,0.05041856297850609,0.0002770937919272691,0.10450330150127411,0.001135587614207549,0.09754919135570526,0.0012407946692916977,0.19837062120437624,0.004802009326797123,,,2.0,0.0,8.0,0.0,,,,,,,,,0.13510962732632956,0.0021627615093156413,0.09031121089061102,0.0014888851583999788,0.0,0.0,0.6008201360702514,0.004639185456784388,0.5613043665885925,0.003449819598132442,0.0,0.0,0.0,0.0,0.0,0.0
dmc:ball_in_cup.catch.occ,hacssmv7_noaux,5,852614.0,0.0,0.8171285971005757,0.011003116256388862,0.6097388982772827,0.002106818040491042,0.759958016872406,0.024936805538455786,1.0519323348999023,0.01611983368090501,0.937244427204132,0.02112103352012243,0.772205913066864,0.008592353896069112,0.7139587759971618,0.004163036954963361,0.7402400255203248,0.0018044330789095317,1.9579903841018678,0.1369413087068058,0.7091898918151855,0.011776668844827318,2.2903213500976562,0.0,1.2641915082931519,0.0,16.771806716918945,0.0,0.1250252504547437,0.002410425185061739,0.0827583549618721,0.0012128080673024602,0.16729214445749918,0.0037031388971785154,,,0.05355415597558021,0.000601894673004097,0.11196255427598953,0.0018575688152222367,0.10468037686745325,0.0015056533845354916,0.22990391544500988,0.005909724919033569,,,2.0,0.0,8.0,0.0,,,,,,,,,0.15009100580215454,0.002685020520869386,0.09995949405431748,0.002151846038822766,0.0,0.0,0.6056706547737122,0.0048415729754934245,0.5480460882186889,0.003027001967758472,3.6697114944458007,0.06645277047767158,3.415667009353638,0.028823143840274176,0.7369461178779602,0.011247601813259752
dmc:ball_in_cup.catch.occ,hacssmv7_norecovery,5,852614.0,0.0,0.813624587059021,0.009877510951281743,0.6118220448493957,0.004068100875227481,0.7583029866218567,0.020918992236340785,1.0414467096328734,0.01334648479415988,0.9293771982192993,0.01670332767525033,0.7753255605697632,0.009794165741561726,0.71448255777359,0.0052838720803242605,0.7396657228469848,0.0019973385200535896,2.009694290161133,0.11153651948371718,0.705814778804779,0.01646643803631782,2.2903213500976562,0.0,1.2641915082931519,0.0,16.771806716918945,0.0,0.1489685708284378,0.002935754063065301,0.11438292487462362,0.0020316688239843807,0.1835542106628418,0.004044828718385154,,,0.07404189838965734,0.001079494146889273,0.15472394859790803,0.00302718440966787,0.11500871129830678,0.0016790991309682175,0.2520997151136398,0.0064155832413693836,,,2.0,0.0,8.0,0.0,,,,,,,,,0.1489685708284378,0.002935754063065301,0.0,0.0,0.0,0.0,0.6041104555130005,0.006622080786241497,0.5499446511268615,0.003791612323770366,3.7380674839019776,0.08984263033457605,3.398803472518921,0.05309007963708012,0.7260411977767944,0.016903275340671542
dmc:ball_in_cup.catch.occ,hacssmv7_noshrink,5,852614.0,0.0,0.8404562463760376,0.015148948077639798,0.6179412961006164,0.004702097468029403,0.7882039904594421,0.02800070411087362,1.0848575353622436,0.021472858415294862,0.977363896369934,0.028977005819155344,0.7791754603385925,0.0052663644681268,0.7169472217559815,0.0033122866320082146,0.7517518281936646,0.001985079098520455,1.9070502519607544,0.06001607784723587,0.7085906624794006,0.009522676025990502,2.2903213500976562,0.0,1.2641915082931519,0.0,16.771806716918945,0.0,0.13061746948957442,0.0018307668091627812,0.08744729067881903,0.0009188039788140192,0.17378764915466308,0.0029010966256016843,,,0.05639867096145948,0.0005502974542226374,0.11849591167767842,0.0013642052491502844,0.1066824562549591,0.001206563608350674,0.24089284225304922,0.0046140540959949475,,,2.0,0.0,8.0,0.0,,,,,,,,,0.15301857542991637,0.00209934399991486,0.10821636545658112,0.0015909582473750024,0.0,0.0,1.0,0.0,1.0,0.0,3.7929080009460447,0.05914969015881834,3.255462169647217,0.035575683002227236,0.7141952872276306,0.016592304217854955
dmc:ball_in_cup.catch.occ,hacssmv7_sharedaction,5,852614.0,0.0,0.8067062218983968,0.00688669975366705,0.6128109097480774,0.0008372722706694253,0.7555330038070679,0.021384131669095176,1.0257512092590333,0.01556585728489687,0.9159428358078003,0.01249472607483061,0.7723501324653625,0.008333046101482926,0.7147293329238892,0.00395922862366818,0.737436306476593,0.0021689464277666734,1.8843286275863647,0.17569586745087265,0.709562611579895,0.01365287632734053,2.2903213500976562,0.0,1.2641915082931519,0.0,16.771806716918945,0.0,0.12394789677858353,0.001891322148999205,0.08158012159665426,0.0010497616144889276,0.16631567450364432,0.0028773018915496415,,,0.05260827821493149,0.0006097788320107086,0.11055196221669515,0.0015345639057743191,0.1042329172094663,0.001181574619417191,0.22839842903614044,0.004590367231560214,,,2.0,0.0,8.0,0.0,,,,,,,,,0.14825539346536,0.0020578118656912696,0.09964040029048919,0.0017529574939115146,0.0,0.0,0.6069201588630676,0.0076792938159838744,0.5491639375686646,0.00445394109911012,3.6948486328125,0.036130863103558675,3.6948486328125,0.036130863103558675,0.9999999165534973,4.76837158203125e-08
