run,env,design,seed,trainable_parameters,val_pred_loss,clean_mse_pre,clean_mse_blackout_transition,clean_mse_deep_blackout,clean_mse_first_post,clean_mse_recovery,clean_mse_late_post,clean_mse_all,clean_mse_first_post_ablated,clean_input_mse_first_post,last_visible_mse_first_post,constant_mse_first_post,persistence_mse_first_post,val_hier_loss,val_hier_loss_fast,val_hier_loss_medium,val_hier_loss_slow,val_hier_loss_h1,val_hier_loss_h2,val_hier_loss_h4,val_hier_loss_h8,val_hier_loss_h16,tau_fast,tau_slow,tau_fast_min,tau_fast_max,tau_medium_min,tau_medium_max,val_hier_loss_bridge,val_hier_loss_recovery,val_hier_overlap,rho_fast,rho_medium,action_head_fast_norm,action_head_medium_norm,action_head_cosine
lewm-dmc:ball_in_cup.catch.occ-hacsmv4_two_noaux-s0,dmc:ball_in_cup.catch.occ,hacsmv4_two_noaux,0,851076,0.8268086218833923,0.6124406456947327,0.8173432350158691,1.08318293094635,0.9540796875953674,0.780109167098999,0.7144599556922913,0.7514117956161499,2.1163387298583984,0.6969016194343567,2.2903213500976562,1.2641915082931519,16.771806716918945,1.3923646608988445,1.2073322931925456,1.5773969093958538,,1.1569530661900838,1.2577115535736083,1.4771433544158936,1.6776504643758139,,2.0,8.0,,,,,,,,,,,,
lewm-dmc:ball_in_cup.catch.occ-hacsmv4_two_noaux-s1,dmc:ball_in_cup.catch.occ,hacsmv4_two_noaux,1,851076,0.8231356994311014,0.6182016730308533,0.7775700688362122,1.0745311975479126,0.9409660696983337,0.786705493927002,0.7215563654899597,0.7509766817092896,1.7238967418670654,0.6872950196266174,2.2903213500976562,1.2641915082931519,16.771806716918945,1.3941306988398234,1.2085853322347004,1.579676014582316,,1.1582264280319214,1.2589442539215088,1.479648240407308,1.679703755378723,,2.0,8.0,,,,,,,,,,,,
lewm-dmc:ball_in_cup.catch.occ-hacsmv4_two_noaux-s2,dmc:ball_in_cup.catch.occ,hacsmv4_two_noaux,2,851076,0.8691249513626098,0.618535041809082,0.7594138979911804,1.1558003425598145,1.0331170558929443,0.7844842672348022,0.7143248915672302,0.7573688626289368,1.824904203414917,0.6946072578430176,2.2903213500976562,1.2641915082931519,16.771806716918945,1.4025448703765868,1.2038529411951702,1.601236832936605,,1.153120651245117,1.2545851802825927,1.4942041079203288,1.7082695245742798,,2.0,8.0,,,,,,,,,,,,
lewm-dmc:ball_in_cup.catch.occ-hacssmv6-s0,dmc:ball_in_cup.catch.occ,hacssmv6,0,851076,0.8204397980372111,0.6107873320579529,0.8131021857261658,1.061469554901123,0.9421598315238953,0.7744729518890381,0.7156876921653748,0.7480782270431519,2.0591652393341064,0.6985169649124146,2.2903213500976562,1.2641915082931519,16.771806716918945,0.14488129258155824,0.12053820153077444,0.16922437091668446,,0.07997476637363433,0.16110163668791452,0.1116220048069954,0.22682674547036488,,2.0,8.0,,,,,,,,,,,,
lewm-dmc:ball_in_cup.catch.occ-hacssmv6-s1,dmc:ball_in_cup.catch.occ,hacssmv6,1,851076,0.8285790522893269,0.6222785115242004,0.7677770256996155,1.0606211423873901,0.9514794945716858,0.7789548635482788,0.7204052209854126,0.7488207221031189,1.8399591445922852,0.6927414536476135,2.2903213500976562,1.2641915082931519,16.771806716918945,0.14267491817474365,0.1177909117937088,0.16755892554918925,,0.07824757784605026,0.15733424146970112,0.11054084102312724,0.22457700908184053,,2.0,8.0,,,,,,,,,,,,
lewm-dmc:ball_in_cup.catch.occ-hacssmv6-s2,dmc:ball_in_cup.catch.occ,hacssmv6,2,851076,0.8499961392084757,0.6163967251777649,0.7571308016777039,1.0960512161254883,0.9958589673042297,0.7882318496704102,0.7159976363182068,0.7501591444015503,1.809068202972412,0.709843099117279,2.2903213500976562,1.2641915082931519,16.771806716918945,0.14209479908148448,0.11647940188646316,0.16771018783251446,,0.0773222945133845,0.15563650925954184,0.1100964700182279,0.2253239130973816,,2.0,8.0,,,,,,,,,,,,
lewm-dmc:ball_in_cup.catch.occ-hacssmv6_static-s0,dmc:ball_in_cup.catch.occ,hacssmv6_static,0,851076,0.7864038054148356,0.6026777029037476,0.744674026966095,1.0323065519332886,0.8855003714561462,0.7498370409011841,0.7080113291740417,0.7289312481880188,1.8529459238052368,0.7138724327087402,2.2903213500976562,1.2641915082931519,16.771806716918945,0.14708019455273946,0.11510431925455729,0.17905608157316844,,0.0766806028286616,0.15352803568045298,0.11976078927516937,0.23835138340791068,,2.0,8.0,,,,,,,,,,,,
lewm-dmc:ball_in_cup.catch.occ-hacssmv6_static-s1,dmc:ball_in_cup.catch.occ,hacssmv6_static,1,851076,0.7918512646357219,0.603035569190979,0.7260055541992188,0.9643147587776184,0.8903535008430481,0.7700530290603638,0.7150245308876038,0.7247582077980042,1.9473905563354492,0.7062143087387085,2.2903213500976562,1.2641915082931519,16.771806716918945,0.14575471818447114,0.11353299597899119,0.17797644038995106,,0.07583913962046306,0.15122684597969055,0.11931236584981282,0.2366405181090037,,2.0,8.0,,,,,,,,,,,,
lewm-dmc:ball_in_cup.catch.occ-hacssmv6_static-s2,dmc:ball_in_cup.catch.occ,hacssmv6_static,2,851076,0.7973689540227255,0.6017792820930481,0.7038276791572571,1.0356816053390503,0.9052132368087769,0.756208062171936,0.7099218368530273,0.7268136739730835,1.8236031532287598,0.7140571475028992,2.2903213500976562,1.2641915082931519,16.771806716918945,0.14366580764452616,0.11030447026093801,0.17702714920043947,,0.07373454590638479,0.14687439779440561,0.11861880511045456,0.23543549438317618,,2.0,8.0,,,,,,,,,,,,
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,hacssmv7,0,852614,0.8145780642827352,0.6024721264839172,0.7830449938774109,1.043424129486084,0.9373694658279419,0.7631942629814148,0.7100023031234741,0.7376034259796143,2.183300256729126,0.7023793458938599,2.2903213500976562,1.2641915082931519,16.771806716918945,0.12669435719648997,0.08317372898260753,0.17021499176820118,,0.05373311976591746,0.1126143366098404,0.10543338865041733,0.23499659597873687,,2.0,8.0,,,,,0.1511438000202179,0.10224491973718007,0.0,0.6077926158905029,0.554283082485199,3.655268430709839,3.468791961669922,0.6854745149612427
