candidate,reference,env,n_pairs,candidate_mean_mse,reference_mean_mse,mean_paired_relative_reduction,paired_wins,paired_ties
hacssmv7,ssm,dmc:reacher.hard.occ,5,0.8258150696754456,0.8172305583953857,-0.010691840203503765,2,0
hacssmv7,ssm,dmc:ball_in_cup.catch.occ,5,0.9343978047370911,0.9644538998603821,0.02996129154584644,5,0
hacssmv7,ssm,dmc:finger.spin.occ,5,1.1452091693878175,1.2112032890319824,0.054203833911862224,5,0
hacssmv7,ssm,dmc:cheetah.run.occ,5,0.5540997624397278,0.6528962612152099,0.1513670391773737,5,0
hacssmv7,ssm,ogbench:cube-single.occ,5,1.3518219232559203,1.4677053689956665,0.07886574686350374,5,0
hacssmv7,ssm,__overall__,25,,,0.06074121425901647,22,0
hacssmv7,hacsmv4_two_noaux,dmc:reacher.hard.occ,5,0.8258150696754456,0.8308597564697265,0.006001978675057956,3,0
hacssmv7,hacsmv4_two_noaux,dmc:ball_in_cup.catch.occ,5,0.9343978047370911,0.9775278806686402,0.04352712024883268,5,0
hacssmv7,hacsmv4_two_noaux,dmc:finger.spin.occ,5,1.1452091693878175,1.1288960218429565,-0.014452099846928721,1,0
hacssmv7,hacsmv4_two_noaux,dmc:cheetah.run.occ,5,0.5540997624397278,0.5639344334602356,0.01741608037896129,4,0
hacssmv7,hacsmv4_two_noaux,ogbench:cube-single.occ,5,1.3518219232559203,1.368989682197571,0.01241025344338338,4,0
hacssmv7,hacsmv4_two_noaux,__overall__,25,,,0.012980666579861315,17,0
hacssmv7,hacssmv6,dmc:reacher.hard.occ,5,0.8258150696754456,0.8306938886642456,0.005820223550312889,3,0
hacssmv7,hacssmv6,dmc:ball_in_cup.catch.occ,5,0.9343978047370911,0.9632748603820801,0.029738274315335902,5,0
hacssmv7,hacssmv6,dmc:finger.spin.occ,5,1.1452091693878175,1.1288799047470093,-0.014490812905060569,0,0
hacssmv7,hacssmv6,dmc:cheetah.run.occ,5,0.5540997624397278,0.5612707734107971,0.012825198718484726,3,0
hacssmv7,hacssmv6,ogbench:cube-single.occ,5,1.3518219232559203,1.3681094646453857,0.01178759785572867,4,0
hacssmv7,hacssmv6,__overall__,25,,,0.009136096306960323,15,0
hacssmv7,hacssmv6_static,dmc:reacher.hard.occ,5,0.8258150696754456,0.8503227710723877,0.02871828760819028,5,0
hacssmv7,hacssmv6_static,dmc:ball_in_cup.catch.occ,5,0.9343978047370911,0.8935149788856507,-0.04584918182620494,0,0
hacssmv7,hacssmv6_static,dmc:finger.spin.occ,5,1.1452091693878175,1.1956828117370606,0.0421261374344298,5,0
hacssmv7,hacssmv6_static,dmc:cheetah.run.occ,5,0.5540997624397278,0.5297807931900025,-0.04715531033365238,1,0
hacssmv7,hacssmv6_static,ogbench:cube-single.occ,5,1.3518219232559203,1.3645100355148316,0.00917411018546433,3,0
hacssmv7,hacssmv6_static,__overall__,25,,,-0.0025971913863545816,14,0
hacssmv7,hacssmv7_noaux,dmc:reacher.hard.occ,5,0.8258150696754456,0.8263182163238525,0.0006015002934584204,3,0
hacssmv7,hacssmv7_noaux,dmc:ball_in_cup.catch.occ,5,0.9343978047370911,0.937244427204132,0.002769075178794924,3,0
hacssmv7,hacssmv7_noaux,dmc:finger.spin.occ,5,1.1452091693878175,1.146846866607666,0.0013884377602214743,4,0
hacssmv7,hacssmv7_noaux,dmc:cheetah.run.occ,5,0.5540997624397278,0.5601337790489197,0.01021022422914047,3,0
hacssmv7,hacssmv7_noaux,ogbench:cube-single.occ,5,1.3518219232559203,1.3520869016647339,0.00016592963174527934,3,0
hacssmv7,hacssmv7_noaux,__overall__,25,,,0.0030270334186721136,16,0
hacssmv7,hacssmv7_sharedaction,dmc:reacher.hard.occ,5,0.8258150696754456,0.8297623991966248,0.004774849099768302,5,0
hacssmv7,hacssmv7_sharedaction,dmc:ball_in_cup.catch.occ,5,0.9343978047370911,0.9159428358078003,-0.020275603742928566,1,0
hacssmv7,hacssmv7_sharedaction,dmc:finger.spin.occ,5,1.1452091693878175,1.1428596019744872,-0.0020475220308402097,2,0
hacssmv7,hacssmv7_sharedaction,dmc:cheetah.run.occ,5,0.5540997624397278,0.5548632621765137,0.001256130043331112,3,0
hacssmv7,hacssmv7_sharedaction,ogbench:cube-single.occ,5,1.3518219232559203,1.3487624406814576,-0.0022864612425949585,2,0
hacssmv7,hacssmv7_sharedaction,__overall__,25,,,-0.003715721574652864,13,0
hacssmv7,hacssmv7_noshrink,dmc:reacher.hard.occ,5,0.8258150696754456,0.8294791579246521,0.004358293298423262,3,0
hacssmv7,hacssmv7_noshrink,dmc:ball_in_cup.catch.occ,5,0.9343978047370911,0.977363896369934,0.04338858144380484,5,0
hacssmv7,hacssmv7_noshrink,dmc:finger.spin.occ,5,1.1452091693878175,1.13171489238739,-0.011958278154640635,1,0
hacssmv7,hacssmv7_noshrink,dmc:cheetah.run.occ,5,0.5540997624397278,0.5610401868820191,0.012460036721906998,5,0
hacssmv7,hacssmv7_noshrink,ogbench:cube-single.occ,5,1.3518219232559203,1.3612126588821412,0.006750400614628305,3,0
hacssmv7,hacssmv7_noshrink,__overall__,25,,,0.010999806784824553,17,0
hacssmv7,hacssmv7_actiononly,dmc:reacher.hard.occ,5,0.8258150696754456,0.8274810791015625,0.0020141617897799996,5,0
hacssmv7,hacssmv7_actiononly,dmc:ball_in_cup.catch.occ,5,0.9343978047370911,0.9442235827445984,0.010224111268511369,4,0
hacssmv7,hacssmv7_actiononly,dmc:finger.spin.occ,5,1.1452091693878175,1.1488754272460937,0.0032283848101041074,4,0
hacssmv7,hacssmv7_actiononly,dmc:cheetah.run.occ,5,0.5540997624397278,0.5534544587135315,-0.0020487781275769926,3,0
hacssmv7,hacssmv7_actiononly,ogbench:cube-single.occ,5,1.3518219232559203,1.3465669870376586,-0.003919414451982649,2,0
hacssmv7,hacssmv7_actiononly,__overall__,25,,,0.0018996930577671667,18,0
