run,env,design,seed,previous_window_mean,recent_window_mean,relative_improvement
lewm-dmc:ball_in_cup.catch.occ-hacsmv4_two_noaux-s0,dmc:ball_in_cup.catch.occ,hacsmv4_two_noaux,0,0.8115374128818512,0.8241591799259186,-0.015552908397958141
lewm-dmc:ball_in_cup.catch.occ-hacsmv4_two_noaux-s1,dmc:ball_in_cup.catch.occ,hacsmv4_two_noaux,1,0.8277214445273081,0.8264850091139475,0.0014937820223646643
lewm-dmc:ball_in_cup.catch.occ-hacsmv4_two_noaux-s2,dmc:ball_in_cup.catch.occ,hacsmv4_two_noaux,2,0.8368494878609976,0.848918433825175,-0.014421883671131647
lewm-dmc:ball_in_cup.catch.occ-hacssmv6-s0,dmc:ball_in_cup.catch.occ,hacssmv6,0,0.8129110600153605,0.8235533431371053,-0.013091571323366743
lewm-dmc:ball_in_cup.catch.occ-hacssmv6-s1,dmc:ball_in_cup.catch.occ,hacssmv6,1,0.8311866686344147,0.8298747931321462,0.0015783163418920663
lewm-dmc:ball_in_cup.catch.occ-hacssmv6-s2,dmc:ball_in_cup.catch.occ,hacssmv6,2,0.8402570470174153,0.8388489662011465,0.0016757738852259574
lewm-dmc:ball_in_cup.catch.occ-hacssmv6_static-s0,dmc:ball_in_cup.catch.occ,hacssmv6_static,0,0.7876891867319743,0.791058020512263,-0.004276856705708524
lewm-dmc:ball_in_cup.catch.occ-hacssmv6_static-s1,dmc:ball_in_cup.catch.occ,hacssmv6_static,1,0.7926150918801625,0.7989085312684377,-0.007940095328422945
lewm-dmc:ball_in_cup.catch.occ-hacssmv6_static-s2,dmc:ball_in_cup.catch.occ,hacssmv6_static,2,0.7918072805404663,0.7963529079755147,-0.005740825509896372
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s0,dmc:ball_in_cup.catch.occ,hacssmv7,0,0.8000264161427816,0.8123994190692901,-0.015465742976542334
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s1,dmc:ball_in_cup.catch.occ,hacssmv7,1,0.8134155011177063,0.8153115379015604,-0.0023309572798265545
lewm-dmc:ball_in_cup.catch.occ-hacssmv7-s2,dmc:ball_in_cup.catch.occ,hacssmv7,2,0.8231356639862061,0.8237779316902161,-0.0007802695620059467
lewm-dmc:ball_in_cup.catch.occ-hacssmv7_actiononly-s0,dmc:ball_in_cup.catch.occ,hacssmv7_actiononly,0,0.80365447306633,0.8109109735488892,-0.009029378577179021
lewm-dmc:ball_in_cup.catch.occ-hacssmv7_actiononly-s1,dmc:ball_in_cup.catch.occ,hacssmv7_actiononly,1,0.8175786340236664,0.8170093003114065,0.0006963656932397122
