env,design,seed,level,tau,causal_gate_mean,visible_mean,black_mean,visible_minus_black,visible_auroc,temporal_std,input_std,original_first_post_mse,mean_gate_first_post_mse,mean_gate_relative_change
dmc:ball_in_cup.catch.occ,hacsmv4,2,1,8,0.6877819895744324,0.8925551772117615,0.38062232732772827,0.5119328498840332,1.0,0.25083127617836,0.021828817203640938,1.0374609231948853,1.4369138479232788,0.3850293755531311
dmc:ball_in_cup.catch.occ,hacsmv4,2,2,32,0.7151762247085571,0.9065153002738953,0.4281677305698395,0.4783475697040558,1.0,0.2343519926071167,0.024284761399030685,1.0374609231948853,1.4369138479232788,0.3850293755531311
dmc:finger.spin.occ,hacsmv4_static,0,0,2,0.8523579835891724,0.8523579239845276,0.8523579239845276,0.0,0.5,1.7881393432617188e-07,5.960464477539062e-07,1.3652671575546265,1.3652671575546265,0.0
dmc:finger.spin.occ,hacsmv4_static,0,1,8,0.8932939767837524,0.8932939767837524,0.8932941555976868,-1.7881393432617188e-07,0.5,1.7881393432617188e-07,8.344650268554688e-07,1.3652671575546265,1.3652671575546265,0.0
dmc:finger.spin.occ,hacsmv4_static,0,2,32,0.9040433168411255,0.9040433168411255,0.9040432572364807,5.960464477539063e-08,0.5,0.0,7.748603820800781e-07,1.3652671575546265,1.3652671575546265,0.0
dmc:finger.spin.occ,hacsmv4_static,1,0,2,0.8517884016036987,0.8517884612083435,0.8517884612083435,0.0,0.5,5.960464477539063e-08,1.1920928955078125e-06,1.4495198726654053,1.4495198726654053,0.0
dmc:finger.spin.occ,hacsmv4_static,1,1,8,0.8935847282409668,0.8935849070549011,0.8935849070549011,0.0,0.5,5.960464477539063e-08,2.384185791015625e-07,1.4495198726654053,1.4495198726654053,0.0
dmc:finger.spin.occ,hacsmv4_static,1,2,32,0.9038993120193481,0.9038991928100586,0.9038992524147034,-5.960464477539063e-08,0.5,5.960464477539063e-08,5.960464477539062e-07,1.4495198726654053,1.4495198726654053,0.0
dmc:finger.spin.occ,hacsmv4_static,2,0,2,0.8507779836654663,0.8507779836654663,0.8507778644561768,1.1920928955078125e-07,0.5,1.7881393432617188e-07,8.940696716308594e-07,1.4551552534103394,1.4551552534103394,0.0
dmc:finger.spin.occ,hacsmv4_static,2,1,8,0.8942874073982239,0.8942874073982239,0.8942872881889343,1.1920928955078125e-07,0.5,5.960464477539063e-08,1.7881393432617188e-07,1.4551552534103394,1.4551552534103394,0.0
dmc:finger.spin.occ,hacsmv4_static,2,2,32,0.9047918915748596,0.9047918319702148,0.9047919511795044,-1.1920928955078125e-07,0.5,1.7881393432617188e-07,3.5762786865234375e-07,1.4551552534103394,1.4551552534103394,0.0
dmc:finger.spin.occ,hacsmv4_noaction,0,0,2,0.5686859488487244,0.8422223925590515,0.15838128328323364,0.6838411092758179,1.0,0.33501502871513367,0.028287719935178757,1.4429457187652588,2.3788769245147705,0.648625373840332
dmc:finger.spin.occ,hacsmv4_noaction,0,1,8,0.6223141551017761,0.8906741738319397,0.2197740375995636,0.6709001064300537,1.0,0.3286741375923157,0.024709828197956085,1.4429457187652588,2.3788769245147705,0.648625373840332
dmc:finger.spin.occ,hacsmv4_noaction,0,2,32,0.639761745929718,0.9015254378318787,0.2471163272857666,0.6544091105461121,1.0,0.32059502601623535,0.024509122595191002,1.4429457187652588,2.3788769245147705,0.648625373840332
dmc:finger.spin.occ,hacsmv4_noaction,1,0,2,0.5660302639007568,0.8411930203437805,0.15328606963157654,0.6879069805145264,1.0,0.33700716495513916,0.028345884755253792,1.4418944120407104,2.190160036087036,0.5189461708068848
dmc:finger.spin.occ,hacsmv4_noaction,1,1,8,0.6198868155479431,0.8904446959495544,0.21404992043972015,0.6763947606086731,1.0,0.3313661813735962,0.024590224027633667,1.4418944120407104,2.190160036087036,0.5189461708068848
dmc:finger.spin.occ,hacsmv4_noaction,1,2,32,0.6361991167068481,0.9006786346435547,0.2394798994064331,0.6611987352371216,1.0,0.3239213526248932,0.024455193430185318,1.4418944120407104,2.190160036087036,0.5189461708068848
dmc:finger.spin.occ,hacsmv4_noaction,2,0,2,0.5617430806159973,0.8413509130477905,0.14233143627643585,0.6990194916725159,1.0,0.3424510657787323,0.028787139803171158,1.470683217048645,2.4540364742279053,0.6686370372772217
dmc:finger.spin.occ,hacsmv4_noaction,2,1,8,0.6146793961524963,0.8908309936523438,0.20045210421085358,0.6903789043426514,1.0,0.3382168710231781,0.02488165721297264,1.470683217048645,2.4540364742279053,0.6686370372772217
dmc:finger.spin.occ,hacsmv4_noaction,2,2,32,0.6315401196479797,0.9017218947410583,0.22626733779907227,0.6754545569419861,1.0,0.33090537786483765,0.024716345593333244,1.470683217048645,2.4540364742279053,0.6686370372772217
