env,design,n_seeds,val_pred_loss_mean,val_pred_loss_std,clean_mse_pre_mean,clean_mse_pre_std,clean_mse_blackout_transition_mean,clean_mse_blackout_transition_std,clean_mse_deep_blackout_mean,clean_mse_deep_blackout_std,clean_mse_first_post_mean,clean_mse_first_post_std,clean_mse_recovery_mean,clean_mse_recovery_std,clean_mse_late_post_mean,clean_mse_late_post_std,clean_mse_all_mean,clean_mse_all_std,clean_mse_first_post_ablated_mean,clean_mse_first_post_ablated_std,clean_input_mse_first_post_mean,clean_input_mse_first_post_std,last_visible_mse_first_post_mean,last_visible_mse_first_post_std,constant_mse_first_post_mean,constant_mse_first_post_std,persistence_mse_first_post_mean,persistence_mse_first_post_std,trainable_parameters_mean,trainable_parameters_std,val_hier_loss_mean,val_hier_loss_std,val_hier_loss_fast_mean,val_hier_loss_fast_std,val_hier_loss_medium_mean,val_hier_loss_medium_std,val_hier_loss_slow_mean,val_hier_loss_slow_std,val_hier_loss_h1_mean,val_hier_loss_h1_std,val_hier_loss_h2_mean,val_hier_loss_h2_std,val_hier_loss_h4_mean,val_hier_loss_h4_std,val_hier_loss_h8_mean,val_hier_loss_h8_std,val_hier_loss_h16_mean,val_hier_loss_h16_std
dmc:reacher.hard.occ,hacsmv4_single,3,0.588158829609553,0.0037563700977253874,0.2439039945602417,0.0008442468907104901,0.4471031228701274,0.007216461907532477,0.8346239924430847,0.005664734116632882,0.8914193908373514,0.006485508456607,0.2658220628897349,0.003443877348917776,0.2632514039675395,0.000743936486993764,0.35854625701904297,0.0015754571899590031,2.0956803957621255,0.05376465140083981,0.2421370098988215,0.0007315378010189584,0.7168161869049072,0.0,1.1618891954421997,0.0,14.402030944824219,0.0,851078.0,0.0,0.6825962037510342,0.0006511041759760303,0.4807059384716882,0.0013639284680153775,0.6515544117821587,0.00029531807086770974,0.9155281546380785,0.0003517653521459304,0.4609664283858405,0.0013667584059187067,0.5004454400804308,0.0013612432426334984,0.6066200052367317,0.00029837236309393527,0.696488815413581,0.00029298551937519574,0.9155281546380785,0.0003517653521459304
dmc:reacher.hard.occ,hacsmv4_static,3,0.5929596071773106,0.00977447497114862,0.24710144102573395,0.0006415315577523238,0.44538893302281696,0.005052920297591285,0.8364584843317667,0.014282870430877599,0.8978517850240072,0.018432853776887307,0.2654694418112437,0.0027467764619213196,0.2666960855325063,0.000584456516824339,0.3610721329847972,0.0025582148492856232,1.853919227917989,0.08734176850933274,0.24704924722512564,0.000471369751152629,0.7168161869049072,0.0,1.1618891954421997,0.0,14.402030944824219,0.0,851078.0,0.0,0.755541644361284,0.0007066384417471892,0.6673096426328023,0.0011273730707471136,0.6588571593496535,0.00033020846453370216,0.9404581024911669,0.0008146763878507896,0.6579071834352281,0.0009647291915135737,0.6767121018303766,0.0012928301428630068,0.6105562000804478,0.0003859801404042326,0.7071580902735393,0.0002898292223086027,0.9404581024911669,0.0008146763878507896
dmc:reacher.hard.occ,multi,3,0.5705667029486762,0.004469790672655757,0.260268102089564,0.0005949385764573027,0.4493776559829712,0.002730192506203889,0.766798734664917,0.00888776427584932,0.8478936155637106,0.008130450497120575,0.27163267135620117,0.001570842314697632,0.27165231108665466,0.001359001208685873,0.3583808441956838,0.0020708902883774085,1.298828125,0.02987262750372427,0.2595753272374471,0.001247660101296819,0.7168161869049072,0.0,1.1618891954421997,0.0,14.402030944824219,0.0,914816.0,0.0,,,,,,,,,,,,,,,,,,
dmc:reacher.hard.occ,none,3,0.7276276718245612,0.0007317929483506806,0.2282423327366511,0.0018765176922061696,0.744650642077128,0.024204801255602478,1.1866665681203206,0.0007697640495047336,1.17677636941274,0.0009309822819283859,0.2495760271946589,0.004388859211985949,0.24087625245253244,0.0008229169896517477,0.4206540882587433,0.0023870276694976976,1.17677636941274,0.0009309822819283859,0.22038832306861877,0.0019582355069032863,0.7168161869049072,0.0,1.1618891954421997,0.0,14.402030944824219,0.0,849280.0,0.0,,,,,,,,,,,,,,,,,,
dmc:reacher.hard.occ,smtv3,3,0.5769974327087403,0.005759979942400749,0.24265512824058533,0.0007762294765605978,0.4385124444961548,0.00713687031062915,0.813089927037557,0.00956097990899898,0.8711605469385783,0.009927536224290219,0.26252596577008563,0.004448495267982726,0.2623378435770671,0.0009884663512158384,0.35379300514856976,0.0026829786898757996,1.8139030536015828,0.10503292752867692,0.2406684309244156,0.0008951375723763802,0.7168161869049072,0.0,1.1618891954421997,0.0,14.402030944824219,0.0,833159.0,0.0,,,,,,,,,,,,,,,,,,
dmc:reacher.hard.occ,ssm,3,0.5556772674454583,0.007523046251068798,0.2547307809193929,0.0005112721041064841,0.5627322196960449,0.006107219692823122,0.731784462928772,0.008910889578103515,0.8189797004063925,0.01474765299751341,0.26633113622665405,0.00028267612389613607,0.2761433521906535,0.0005744281196534143,0.3657989998658498,0.0010248851574095233,1.2859151363372803,0.024399491924151473,0.2638513644536336,0.0008140642795831272,0.7168161869049072,0.0,1.1618891954421997,0.0,14.402030944824219,0.0,849536.0,0.0,,,,,,,,,,,,,,,,,,
ogbench:cube-single.occ,hacsmv4,3,1.1574383152855767,0.009929802863943465,0.733596404393514,0.0014941396119990946,0.9768475890159607,0.0016368880279626233,1.55971093972524,0.006290282136037726,1.577357292175293,0.017537351798685864,0.7305371761322021,0.005274917636733666,0.6761028369267782,0.002339785361014971,0.8473316629727682,0.0023404790868354415,3.5870164235432944,0.26030665347630877,0.7079117894172668,0.0038849185552669928,1.7784466743469238,0.0,2.1742355823516846,0.0,15.909912109375,0.0,851078.0,0.0,1.4400235149595473,0.00040838209371557295,1.070600946744283,0.00028014763821410246,1.3207838222715589,0.0003015662112360122,1.9286855326758492,0.0008467545651485917,1.0422867080900404,0.0002169945592182942,1.0989151626163058,0.0003460589789677606,1.2701655673980712,0.00028502382027911213,1.371402054362827,0.0003269359548486569,1.9286855326758492,0.0008467545651485917
ogbench:cube-single.occ,hacsmv4_noaction,3,1.2923459805382622,0.010228065923838372,0.7403026024500529,0.0018138091955553447,1.0081029534339905,0.008569120363401713,1.765771508216858,0.01774580043402493,1.8291719357172649,0.018501287341407182,0.7417984406153361,0.0023893290799702847,0.683236281077067,0.002357540352233942,0.8861580093701681,0.0033389201362607,3.5869253476460776,0.4013083633652682,0.7147956291834513,0.0044211628795101515,1.7784466743469238,0.0,2.1742355823516846,0.0,15.909912109375,0.0,851078.0,0.0,1.469003176159329,0.0010315822885665167,1.082821438047621,0.0010311982505074768,1.353491973876953,0.0003727820962322774,1.9706959629058838,0.0017002798879238985,1.0536936871210734,0.0012259788116622567,1.1119492059283786,0.0008369863348002316,1.293394554456075,0.00023435303259583182,1.4135894213782416,0.0005289091755895787,1.9706959629058838,0.0017002798879238985
ogbench:cube-single.occ,hacsmv4_noaux,3,1.1384469636281331,0.009369077341036806,0.7300330996513367,0.0018847966028062667,1.0106767813364665,0.014425371623727257,1.574196736017863,0.016092121879267052,1.5435388088226318,0.016573251013316997,0.7293465932210287,0.0029973988005265653,0.6734387079874674,0.002479866297461774,0.849027156829834,0.0025059246744087178,4.483388900756836,0.13660920880777064,0.7073097229003906,0.004156076336764365,1.7784466743469238,0.0,2.1742355823516846,0.0,15.909912109375,0.0,851078.0,0.0,1.7355756346384685,0.0017327901657012141,1.2997823413213094,0.006449256059982745,1.5452241436640421,0.002245378940002316,2.3617203119066024,0.0025679513550990957,1.2664839050504897,0.006758664680471776,1.3330807887183296,0.006211141509109634,1.464171249601576,0.0028709734887353957,1.626277060508728,0.0016736769057563538,2.3617203119066024,0.0025679513550990957
ogbench:cube-single.occ,hacsmv4_single,3,1.18503794087304,0.008499441776545446,0.7386207381884257,0.0012712186091756639,0.9904665152231852,0.001675328044216554,1.5973892609278362,0.012251863485446098,1.627027153968811,0.015029067169979444,0.7323629061381022,0.00476694958696519,0.6790785988171896,0.002063771435602333,0.8570237358411154,0.0023393470940388265,3.460756858189901,0.46347775738565383,0.7112339536348978,0.0026240642533560538,1.7784466743469238,0.0,2.1742355823516846,0.0,15.909912109375,0.0,851078.0,0.0,1.4473107687632243,0.0009776808496991043,1.0770240285661485,0.0007557233706269714,1.3238284752104017,0.0006026063190116697,1.9410797797309027,0.002025435662573342,1.0478339751561483,0.000817458109408791,1.1062140819761488,0.0006940294572487561,1.2719231282340155,0.0004977441504351463,1.3757338507970174,0.0007142998081813421,1.9410797797309027,0.002025435662573342
ogbench:cube-single.occ,hacsmv4_static,3,1.227808887163798,0.007750809566510163,0.7568065524101257,0.002504826755558662,0.9972908695538839,0.010567460729739376,1.6555910507837932,0.004069225916287517,1.6908224026362102,0.014812946879309648,0.7509759664535522,0.0040059030745939975,0.6999900738398234,0.0025981106533583286,0.8809977769851685,0.0018904459705591354,3.748835325241089,0.20413988958029897,0.7315057317415873,0.003537607418677232,1.7784466743469238,0.0,2.1742355823516846,0.0,15.909912109375,0.0,851078.0,0.0,1.5900251875983344,0.00025795745901378223,1.4071826113594903,0.00046289254789417904,1.342625027762519,0.0002239216257799238,2.0202677705552845,0.0003887804363666951,1.393903063668145,0.0004757503895929516,1.4204622099134656,0.0004549959683138724,1.2817215628094143,0.00011216701942360647,1.403528503841824,0.00035012131459598235,2.0202677705552845,0.0003887804363666951
ogbench:cube-single.occ,multi,3,1.327406038708157,0.008365003932993107,0.7560329039891561,0.002251923554832579,1.1228071053822835,0.004811864235901614,1.6893821557362874,0.023800395624188165,1.8887643814086914,0.01510807566900203,0.7480422258377075,0.0036976074337251325,0.6878475149472555,0.0025487350977249777,0.8984711567560831,0.004504111784098064,2.379206816355387,0.035101397711063534,0.7282823920249939,0.0007141225152512991,1.7784466743469238,0.0,2.1742355823516846,0.0,15.909912109375,0.0,914816.0,0.0,,,,,,,,,,,,,,,,,,
ogbench:cube-single.occ,none,3,1.467581656773885,0.003918322082835336,0.674531102180481,0.0005721006096135535,1.4391028881072998,0.017786263978785487,2.2537502447764077,0.00448934792665808,2.224398136138916,0.00847014900251379,0.6825040777524313,0.007688810573886364,0.6181902090708414,0.0023231626345396952,0.9457294940948486,0.001825198591106477,2.224398136138916,0.00847014900251379,0.6590233643849691,0.00449490811019974,1.7784466743469238,0.0,2.1742355823516846,0.0,15.909912109375,0.0,849280.0,0.0,,,,,,,,,,,,,,,,,,
ogbench:cube-single.occ,smtv3,3,1.282227446768019,0.008899443272535945,0.7411372264226278,0.0028833377335655405,1.0369386672973633,0.027000350081386217,1.7199500799179077,0.014812407715515284,1.8074623346328735,0.018521286581569842,0.7406159241994222,0.00036436410626348195,0.6872440377871195,0.002898669857104059,0.8855687777201334,0.0024169378984929555,3.243610223134359,0.21043398760463125,0.7180220087369283,0.001477790613668422,1.7784466743469238,0.0,2.1742355823516846,0.0,15.909912109375,0.0,833159.0,0.0,,,,,,,,,,,,,,,,,,
ogbench:cube-single.occ,ssm,3,1.1223065980275473,0.004022956731411593,0.7599765459696451,0.0030488740362322312,1.1108990112940471,0.03188335964116358,1.4120242993036907,0.02389553908670353,1.48313041528066,0.007686330455573506,0.7513005137443542,0.005059854243594477,0.7083489298820496,0.002437875363689785,0.8649266362190247,0.007011336270978684,2.514890750249227,0.018989955106417076,0.7496554454167684,0.002263432005601615,1.7784466743469238,0.0,2.1742355823516846,0.0,15.909912109375,0.0,849536.0,0.0,,,,,,,,,,,,,,,,,,
