env,design,seed,condition,original_first_post_mse,intervention_first_post_mse,relative_change,changed_action_fraction
dmc:finger.spin.occ,ssm,2,zero_early_blackout,1.2174642086029053,1.2174642086029053,0.0,0.09677419066429138
dmc:finger.spin.occ,ssm,2,zero_full_gap,1.2174642086029053,1.2174642086029053,0.0,0.19354838132858276
dmc:finger.spin.occ,ssm,2,cross_episode_early_blackout,1.2174642086029053,1.2174642086029053,0.0,0.08473118394613266
dmc:finger.spin.occ,hacsmv4_static,0,zero_early_blackout,1.3652671575546265,1.3898171186447144,0.017981799319386482,0.09677419066429138
dmc:finger.spin.occ,hacsmv4_static,0,zero_full_gap,1.3652671575546265,1.4101054668426514,0.03284215182065964,0.19354838132858276
dmc:finger.spin.occ,hacsmv4_static,0,cross_episode_early_blackout,1.3652671575546265,1.408729076385498,0.03183400258421898,0.08473118394613266
dmc:finger.spin.occ,hacsmv4_static,1,zero_early_blackout,1.4495198726654053,1.478783369064331,0.020188406109809875,0.09677419066429138
dmc:finger.spin.occ,hacsmv4_static,1,zero_full_gap,1.4495198726654053,1.4965379238128662,0.03243698179721832,0.19354838132858276
dmc:finger.spin.occ,hacsmv4_static,1,cross_episode_early_blackout,1.4495198726654053,1.5012832880020142,0.03571073338389397,0.08473118394613266
dmc:finger.spin.occ,hacsmv4_static,2,zero_early_blackout,1.4551552534103394,1.4805821180343628,0.017473643645644188,0.09677419066429138
dmc:finger.spin.occ,hacsmv4_static,2,zero_full_gap,1.4551552534103394,1.5003716945648193,0.031073275953531265,0.19354838132858276
dmc:finger.spin.occ,hacsmv4_static,2,cross_episode_early_blackout,1.4551552534103394,1.4930763244628906,0.026059811934828758,0.08473118394613266
dmc:finger.spin.occ,hacsmv4_noaction,0,zero_early_blackout,1.4429457187652588,1.4429457187652588,0.0,0.09677419066429138
dmc:finger.spin.occ,hacsmv4_noaction,0,zero_full_gap,1.4429457187652588,1.4429457187652588,0.0,0.19354838132858276
dmc:finger.spin.occ,hacsmv4_noaction,0,cross_episode_early_blackout,1.4429457187652588,1.4429457187652588,0.0,0.08473118394613266
dmc:finger.spin.occ,hacsmv4_noaction,1,zero_early_blackout,1.4418944120407104,1.4418944120407104,0.0,0.09677419066429138
dmc:finger.spin.occ,hacsmv4_noaction,1,zero_full_gap,1.4418944120407104,1.4418944120407104,0.0,0.19354838132858276
dmc:finger.spin.occ,hacsmv4_noaction,1,cross_episode_early_blackout,1.4418944120407104,1.4418944120407104,0.0,0.08473118394613266
dmc:finger.spin.occ,hacsmv4_noaction,2,zero_early_blackout,1.470683217048645,1.470683217048645,0.0,0.09677419066429138
dmc:finger.spin.occ,hacsmv4_noaction,2,zero_full_gap,1.470683217048645,1.470683217048645,0.0,0.19354838132858276
dmc:finger.spin.occ,hacsmv4_noaction,2,cross_episode_early_blackout,1.470683217048645,1.470683217048645,0.0,0.08473118394613266
dmc:finger.spin.occ,hacsmv4_noaux,0,zero_early_blackout,1.2755032777786255,1.3070993423461914,0.024771448224782944,0.09677419066429138
dmc:finger.spin.occ,hacsmv4_noaux,0,zero_full_gap,1.2755032777786255,1.3291184902191162,0.04203455522656441,0.19354838132858276
dmc:finger.spin.occ,hacsmv4_noaux,0,cross_episode_early_blackout,1.2755032777786255,1.355832576751709,0.06297851353883743,0.08473118394613266
dmc:finger.spin.occ,hacsmv4_noaux,1,zero_early_blackout,1.2754182815551758,1.316288948059082,0.0320449136197567,0.09677419066429138
dmc:finger.spin.occ,hacsmv4_noaux,1,zero_full_gap,1.2754182815551758,1.3464486598968506,0.055691830813884735,0.19354838132858276
dmc:finger.spin.occ,hacsmv4_noaux,1,cross_episode_early_blackout,1.2754182815551758,1.3543715476989746,0.06190382316708565,0.08473118394613266
dmc:finger.spin.occ,hacsmv4_noaux,2,zero_early_blackout,1.3118599653244019,1.3273931741714478,0.011840599589049816,0.09677419066429138
dmc:finger.spin.occ,hacsmv4_noaux,2,zero_full_gap,1.3118599653244019,1.355465292930603,0.03323931619524956,0.19354838132858276
dmc:finger.spin.occ,hacsmv4_noaux,2,cross_episode_early_blackout,1.3118599653244019,1.3746968507766724,0.04789907857775688,0.08473118394613266
dmc:finger.spin.occ,hacsmv4_single,0,zero_early_blackout,1.2843348979949951,1.3191686868667603,0.027122044935822487,0.09677419066429138
dmc:finger.spin.occ,hacsmv4_single,0,zero_full_gap,1.2843348979949951,1.3442212343215942,0.04662828892469406,0.19354838132858276
dmc:finger.spin.occ,hacsmv4_single,0,cross_episode_early_blackout,1.2843348979949951,1.3454138040542603,0.047556836158037186,0.08473118394613266
dmc:finger.spin.occ,hacsmv4_single,1,zero_early_blackout,1.319430947303772,1.3556104898452759,0.027420565485954285,0.09677419066429138
dmc:finger.spin.occ,hacsmv4_single,1,zero_full_gap,1.319430947303772,1.3805561065673828,0.046326909214258194,0.19354838132858276
dmc:finger.spin.occ,hacsmv4_single,1,cross_episode_early_blackout,1.319430947303772,1.3845947980880737,0.049387846142053604,0.08473118394613266
dmc:finger.spin.occ,hacsmv4_single,2,zero_early_blackout,1.339223027229309,1.3604488372802734,0.015849346294999123,0.09677419066429138
dmc:finger.spin.occ,hacsmv4_single,2,zero_full_gap,1.339223027229309,1.3864250183105469,0.035245802253484726,0.19354838132858276
dmc:finger.spin.occ,hacsmv4_single,2,cross_episode_early_blackout,1.339223027229309,1.392172932624817,0.03953777998685837,0.08473118394613266
dmc:finger.spin.occ,hacsmv4,0,zero_early_blackout,1.2662477493286133,1.302191138267517,0.028385747224092484,0.09677419066429138
dmc:finger.spin.occ,hacsmv4,0,zero_full_gap,1.2662477493286133,1.3261018991470337,0.047268908470869064,0.19354838132858276
dmc:finger.spin.occ,hacsmv4,0,cross_episode_early_blackout,1.2662477493286133,1.3440818786621094,0.061468325555324554,0.08473118394613266
dmc:finger.spin.occ,hacsmv4,1,zero_early_blackout,1.2721214294433594,1.3179287910461426,0.03600863739848137,0.09677419066429138
dmc:finger.spin.occ,hacsmv4,1,zero_full_gap,1.2721214294433594,1.3483995199203491,0.05996132642030716,0.19354838132858276
dmc:finger.spin.occ,hacsmv4,1,cross_episode_early_blackout,1.2721214294433594,1.3520705699920654,0.06284710019826889,0.08473118394613266
dmc:finger.spin.occ,hacsmv4,2,zero_early_blackout,1.3072892427444458,1.3249099254608154,0.013478794135153294,0.09677419066429138
dmc:finger.spin.occ,hacsmv4,2,zero_full_gap,1.3072892427444458,1.3565673828125,0.03769490122795105,0.19354838132858276
dmc:finger.spin.occ,hacsmv4,2,cross_episode_early_blackout,1.3072892427444458,1.3642408847808838,0.04356468468904495,0.08473118394613266
dmc:cheetah.run.occ,ssm,0,zero_early_blackout,0.6562413573265076,0.6562413573265076,0.0,0.09677419066429138
dmc:cheetah.run.occ,ssm,0,zero_full_gap,0.6562413573265076,0.6562413573265076,0.0,0.19354838132858276
dmc:cheetah.run.occ,ssm,0,cross_episode_early_blackout,0.6562413573265076,0.6562413573265076,0.0,0.08473118394613266
dmc:cheetah.run.occ,ssm,1,zero_early_blackout,0.6609777212142944,0.6609777212142944,0.0,0.09677419066429138
dmc:cheetah.run.occ,ssm,1,zero_full_gap,0.6609777212142944,0.6609777212142944,0.0,0.19354838132858276
dmc:cheetah.run.occ,ssm,1,cross_episode_early_blackout,0.6609777212142944,0.6609777212142944,0.0,0.08473118394613266
dmc:cheetah.run.occ,ssm,2,zero_early_blackout,0.6526097655296326,0.6526097655296326,0.0,0.09677419066429138
dmc:cheetah.run.occ,ssm,2,zero_full_gap,0.6526097655296326,0.6526097655296326,0.0,0.19354838132858276
