run,env,design,seed,val_pred_loss,clean_mse_pre,clean_mse_blackout_transition,clean_mse_deep_blackout,clean_mse_first_post,clean_mse_recovery,clean_mse_late_post,clean_mse_all,clean_mse_first_post_ablated,clean_input_mse_first_post,last_visible_mse_first_post,constant_mse_first_post,persistence_mse_first_post,trainable_parameters,val_hier_loss,val_hier_loss_fast,val_hier_loss_medium,val_hier_loss_slow,val_hier_loss_h1,val_hier_loss_h2,val_hier_loss_h4,val_hier_loss_h8,val_hier_loss_h16
lewm-dmc:ball_in_cup.catch.occ-hacsmv4_single-s1,dmc:ball_in_cup.catch.occ,hacsmv4_single,1,0.8485139687856038,0.6169766783714294,0.8078054785728455,1.1276779174804688,0.987360417842865,0.8063274621963501,0.7233460545539856,0.7630621194839478,1.7308433055877686,0.7601594924926758,2.2903213500976562,1.2641915082931519,16.771806716918945,851078,1.3042050377527872,1.0940757433573405,1.2742865292231242,1.5442526372273764,1.0569470357894897,1.1312043825785318,1.2121837997436524,1.336389258702596,1.5442526372273764
lewm-dmc:ball_in_cup.catch.occ-hacsmv4_single-s2,dmc:ball_in_cup.catch.occ,hacsmv4_single,2,0.8418595576286316,0.609144389629364,0.7412572503089905,1.1270238161087036,0.9788873195648193,0.792597234249115,0.7217722535133362,0.7522749900817871,1.6143032312393188,0.722425639629364,2.2903213500976562,1.2641915082931519,16.771806716918945,851078,1.3061156495412192,1.0942950439453125,1.2759086879094441,1.5481430800755818,1.0568413257598877,1.1317487621307374,1.2134788767496745,1.3383384482065837,1.5481430800755818
lewm-dmc:ball_in_cup.catch.occ-hacsmv4_static-s0,dmc:ball_in_cup.catch.occ,hacsmv4_static,0,0.836944891611735,0.6062700152397156,0.763576090335846,1.154532551765442,0.9710751175880432,0.7885361909866333,0.7209769487380981,0.7558297514915466,1.6535210609436035,0.7392120957374573,2.2903213500976562,1.2641915082931519,16.771806716918945,851078,1.322475167910258,1.097951577504476,1.2765342013041179,1.5929396565755207,1.058156860669454,1.137746327718099,1.2059823226928712,1.3470860973993937,1.5929396565755207
lewm-dmc:ball_in_cup.catch.occ-hacsmv4_static-s1,dmc:ball_in_cup.catch.occ,hacsmv4_static,1,0.8517473395665487,0.6075533032417297,0.7715547680854797,1.1070380210876465,0.998801589012146,0.786273717880249,0.721824586391449,0.7532317042350769,1.5554438829421997,0.7241212725639343,2.2903213500976562,1.2641915082931519,16.771806716918945,851078,1.3215767574310302,1.0967660713195801,1.2756546370188395,1.592309325536092,1.0572020101547241,1.136330099105835,1.2046876907348634,1.346621685028076,1.592309325536092
lewm-dmc:ball_in_cup.catch.occ-hacsmv4_static-s2,dmc:ball_in_cup.catch.occ,hacsmv4_static,2,0.8389571062723795,0.6079079508781433,0.7383845448493958,1.1011329889297485,0.9714155197143555,0.7937687635421753,0.7257815599441528,0.7506215572357178,1.5722284317016602,0.725540041923523,2.2903213500976562,1.2641915082931519,16.771806716918945,851078,1.3214153877894084,1.0973978058497111,1.2747849893569947,1.5920631821950277,1.057842985788981,1.1369525750478109,1.2041132354736328,1.3454567941029867,1.5920631821950277
lewm-dmc:ball_in_cup.catch.occ-multi-s0,dmc:ball_in_cup.catch.occ,multi,0,0.9736861872673035,0.5981213450431824,0.8804240226745605,1.1860792636871338,1.2424081563949585,0.7421863079071045,0.7154265642166138,0.7728857398033142,1.252449631690979,0.7491505146026611,2.2903213500976562,1.2641915082931519,16.771806716918945,914816,,,,,,,,,
lewm-dmc:ball_in_cup.catch.occ-multi-s1,dmc:ball_in_cup.catch.occ,multi,1,0.9642871713638306,0.6121878623962402,0.8327112793922424,1.170076847076416,1.2082269191741943,0.750456690788269,0.7364256978034973,0.7784948945045471,1.2885221242904663,0.7302469611167908,2.2903213500976562,1.2641915082931519,16.771806716918945,914816,,,,,,,,,
lewm-dmc:ball_in_cup.catch.occ-multi-s2,dmc:ball_in_cup.catch.occ,multi,2,0.9501215807596842,0.6126393675804138,0.7983720898628235,1.1110001802444458,1.187524676322937,0.7502951622009277,0.7243028283119202,0.7627807259559631,1.2824219465255737,0.7129660248756409,2.2903213500976562,1.2641915082931519,16.771806716918945,914816,,,,,,,,,
lewm-dmc:ball_in_cup.catch.occ-none-s0,dmc:ball_in_cup.catch.occ,none,0,0.9341869521141052,0.6089676022529602,1.03817617893219,1.2514828443527222,1.1559364795684814,0.7872143983840942,0.7225322723388672,0.8018977642059326,1.1559364795684814,0.7310249209403992,2.2903213500976562,1.2641915082931519,16.771806716918945,849280,,,,,,,,,
lewm-dmc:ball_in_cup.catch.occ-none-s1,dmc:ball_in_cup.catch.occ,none,1,0.9373809186617533,0.6159462332725525,1.036765217781067,1.2603693008422852,1.1602908372879028,0.7874664068222046,0.7219992280006409,0.8042842745780945,1.1602908372879028,0.7311017513275146,2.2903213500976562,1.2641915082931519,16.771806716918945,849280,,,,,,,,,
